
SubCount,AvgViews,AvgLikes,AvgDislikes,LastViews,LastLikes,LastDislikes,ViewCount
39304299,2126492,70054,940,9807734,214210,4439,2841718
39304299,2146359,69509,956,2841718,50415,1494,3647344
39304299,2186926,69124,977,3647344,55284,1752,564009
39304299,2144218,67824,961,564009,19694,360,3785854
39304299,2186311,67637,1010,3785854,60560,2858,419537
39304299,2142142,66172,989,419537,9003,204,677387
39304299,2106416,64868,974,677387,12743,357,1454163
39304299,2090886,64116,960,1454163,33276,379,956933
39304299,2064515,63254,943,956933,27027,233,1420879
39304299,2049887,62350,943,1420879,23489,945,1036549
39304299,2027368,61517,927,1036549,24864,215,2560801
39304299,2038965,61341,920,2560801,53430,612,1522973
39304299,2027986,60721,908,1522973,32177,371,2306076
39304299,2033780,60753,947,2306076,62295,2757,1366631
39304299,2020165,59952,945,1366631,21481,851,2408251
39304299,2027926,59531,959,2408251,38898,1652,2650727
34479636,1568821,13950,5339,3137642,27900,10678,67866208
34479636,23667950,368580,21773,67866208,1077841,54641,474033491
34479636,136259335,1202592,70863,474033491,3704627,218134,9800735
34479636,110967615,1012480,59024,9800735,252031,11668,46695552
34479636,100255605,970977,54785,46695552,763462,33589,21236333
34479636,88967137,872145,50023,21236333,279157,21450,52100405
34479636,84358796,835515,48218,52100405,579099,35581,30108453
34479636,78330980,787728,44899,30108453,405436,18353,42431361
34479636,74741018,750964,41312,42431361,420089,9030,75242351
34479636,74786594,743706,40656,75242351,671128,34093,9066871
34479636,69309950,702241,37625,9066871,246127,4281,23260813
34479636,65767709,670898,35132,23260813,294782,5212,35677794
34479636,63618429,649399,33307,35677794,369903,9592,1351732093
34479636,149492673,975482,58811,1351732093,5540645,415860,19835403
34479636,141389094,933999,55713,19835403,311760,9243,35576798
34479636,135164841,903819,53059,35576798,420943,10594,50328982
34479636,130451738,879367,51037,50328982,463680,16667,52343109
34479636,126340758,864364,49132,52343109,594309,14850,108122201
34479636,125429830,875121,48919,108122201,1079498,44869,64398115
34479636,122523558,861034,47221,64398115,579297,13248,116548179
34479636,122251950,871518,47397,116548179,1091684,51103,413017991
34479636,134893951,950015,50602,413017991,2676936,121110,281546836
34479636,141004488,991629,52265,281546836,1948762,90524,2942450033
34479636,253062310,1363368,103622,2942450033,10285114,1336171,1109102
34479636,243371802,1312583,99785,1109102,42941,3861,1909265522
34479636,305071569,1520045,130532,1909265522,6914057,929951,165005555
34479636,300069212,1519371,128462,165005555,1501176,72584,253167751
34479636,298451920,1534529,134179,253167751,1958953,294261,9457903
34479636,288818786,1488732,130117,9457903,160623,12322,48086432
34479636,281053226,1453925,126512,48086432,409720,18360,3860873
34479636,272390965,1411119,122782,3860873,84114,7151,192690955
34479636,269975813,1415950,124222,192690955,1570571,170283,6957636
34479636,262239985,1376616,120679,6957636,78566,3767,3380726
34479636,254844006,1339053,117339,3380726,61937,3796,19870791
34479636,248316972,1308100,114284,19870791,224739,7329,10529588
34479636,241890286,1277095,111349,10529588,160902,5718,3748578
34479636,235623399,1245680,108517,3748578,83326,3723,11867708
34479636,229886074,1217818,105902,11867708,159080,6525,3038184
34479636,224214876,1189333,103326,3038184,78385,2881,16286615
34479636,219143455,1165425,100999,16286615,209127,7910,15686005
34479636,214299230,1143366,98770,15686005,238961,7385,19622520
34479636,209771865,1121818,96628,19622520,216766,6674,5907500
34479636,205138584,1098938,94519,5907500,115122,3833,28243128
34479636,201207574,1080821,92652,28243128,283654,10478,31185321
34479636,197511438,1065114,90887,31185321,358332,11456,46683880
34479636,194302341,1051989,89309,46683880,448207,16736,71635473
34479636,191746781,1043317,88550,71635473,635746,52859,14914321
34479636,188137955,1025799,87006,14914321,184923,12918,6533024
34479636,184505857,1006876,85377,6533024,79653,5526,8045476
33901827,17391627,666777,22190,34783254,1333554,44380,26803104
33901827,20528786,962814,25359,26803104,1554888,31697,28936150
33901827,22630627,1052098,26728,28936150,1319948,30834,31317264
33901827,24367954,1094430,26530,31317264,1263759,25741,28576431
33901827,25069367,1087302,26150,28576431,1051664,24248,57119898
33901827,29648014,1178589,26839,57119898,1726307,30975,26074905
33901827,29201376,1151414,25582,26074905,961194,16779,46904299
33901827,31168367,1184377,25166,46904299,1448083,21843,31567347
33901827,31208265,1182171,24509,31567347,1162311,18588,50144092
33901827,32929704,1189549,24255,50144092,1263330,21721,29290620
33901827,32626447,1163245,23276,29290620,873905,12511,32341725
33901827,32604545,1140363,23085,32341725,865778,20782,24249441
33901827,32007752,1119215,22355,24249441,844285,12876,29815489
33901827,31861601,1113150,21920,29815489,1028239,15819,24989178
33901827,31432075,1098048,21930,24989178,871527,22080,49651557
33901827,32503809,1118825,22599,49651557,1451256,33303,15809061
33901827,31576323,1091729,21966,15809061,631090,11207,34421289
33901827,31726058,1148288,23376,34421289,2166349,48766,33626627
33901827,31821087,1137742,22915,33626627,937380,14152,35940359
33901827,32017242,1133007,22617,35940359,1038306,16645,29368229
33901827,31896833,1126730,22107,29368229,994913,11401,59276798
33901827,33087266,1143912,22279,59276798,1521904,26062,34099889
33901827,33129459,1134315,21957,34099889,913596,14564,36727503
33901827,33273380,1147100,21971,36727503,1453927,22289,11235774
33901827,32425780,1127408,21620,11235774,635113,12869,17762927
33901827,31882711,1102473,21258,17762927,454153,11824,45180815
33901827,32357644,1157432,22574,45180815,2641323,58102,24525585
33901827,32087573,1144557,22168,24525585,784084,10826,20380827
33901827,31697348,1129373,21766,20380827,689017,10103,36804402
33901827,31862092,1122485,21569,36804402,915855,15644,31573526
33901827,31853074,1113011,21495,31573526,819304,19217,21520566
33901827,31539968,1103286,21155,21520566,792080,10258,36814711
33901827,31695107,1119707,21245,36814711,1661613,24230,14555992
33901827,31205418,1113222,21104,14555992,892751,16317,45590121
33901827,31604993,1111574,21018,45590121,1053883,18009,47089056
33901827,32023481,1114613,21007,47089056,1223994,20581,35835922
33901827,32123809,1116738,20996,35835922,1195381,20597,22897994
33901827,31887249,1105168,20729,22897994,665519,10601,61670718
33901827,32631836,1116166,20922,61670718,1545071,28444,47611891
33901827,32997203,1126420,21009,47611891,1536602,24503,39834446
33901827,33159995,1130891,20935,39834446,1314187,17875,20677126
33901827,32869696,1126707,20712,20677126,950957,11365,31005771
33901827,32827334,1123324,20531,31005771,977892,12745,7096595
33901827,32255539,1106245,20259,7096595,354744,8285,31317759
33901827,32235153,1108700,20336,31317759,1219167,23809,27111911
33901827,32126148,1106615,20288,27111911,1010745,18085,22941941
33901827,31934810,1097908,20126,22941941,688639,12483,45609270
33901827,32213881,1098590,20101,45609270,1131364,18901,33003034
33901827,32229664,1100743,20096,33003034,1206231,19847,20537813
34431058,63360,6300,712,126720,12600,1424,1377606
34431058,501442,48865,1261,1377606,133995,2359,1631799
34431058,784031,64213,1510,1631799,110257,2257,2761525
34431058,1179530,60125,1660,2761525,43771,2262,2830640
34431058,1454715,73822,1888,2830640,142307,3025,3486543
34431058,1744976,70283,1917,3486543,49053,2090,765451
34431058,1622536,64783,1947,765451,26281,2156,1860373
34431058,1648962,67312,2082,1860373,87543,3168,864120
34431058,1570478,64765,2058,864120,41838,1840,990796
34431058,1517779,62597,2213,990796,40927,3762,495557
34431058,1432594,59830,2188,495557,29385,1912,2244045
34431058,1495013,62182,2346,2244045,90407,4239,498975
34431058,1423868,59763,2550,498975,28316,5212,1009845
34431058,1396266,58975,2520,1009845,47945,2088,297569
34431058,1327598,56318,2873,297569,16455,8172,633536
34431058,1286771,55115,2793,633536,35878,1513,2798491
34431058,1370755,58181,2818,2798491,110299,3244,10759299
34431058,1864889,80840,4576,10759299,488704,36217,13104076
34431058,2426848,98829,4740,13104076,440610,7851,1509118
34431058,2383147,97232,4681,1509118,65301,3507,9832028
34431058,2721732,105716,4873,9832028,283870,8917,2134928
34431058,2696219,104418,4768,2134928,75876,2453,2787873
34431058,2700038,104754,4994,2787873,112480,10193,695366
34431058,2619851,102105,4903,695366,38520,2707,4616534
34431058,2696647,105643,4870,4616534,194095,4062,3209728
34431058,2715650,106329,4854,3209728,124179,4418,628063
34431058,2641093,103644,4743,628063,31140,1747,638977
34431058,2572055,101357,4646,638977,37310,1951,1485989
34431058,2535852,100152,4704,1485989,65216,6377,3816343
34431058,2577158,100138,4659,3816343,99723,3312,11068705
34431058,2842519,111176,4861,11068705,453364,11127,2373947
34431058,2828320,110890,4859,2373947,101732,4790,2657424
34431058,2823294,111302,4823,2657424,124902,3621,48655155
34431058,4132776,141185,6057,48655155,1157207,48011,95030296
34431058,6657707,173954,8326,95030296,1320856,87745,1376228
34431058,6514964,170679,8162,1376228,52777,2251,458534
34431058,6355584,166819,8038,458534,24004,3472,4787834
34431058,6315386,168507,7938,4787834,232654,4136,479858
34431058,6169497,164989,7778,479858,27773,1536,3143732
34431058,6095698,164585,7688,3143732,148443,4094,1740173
34431058,5991995,163695,7720,1740173,127186,9012,936990
34431058,5874437,161150,7627,936990,54281,3751,30807841
34431058,6441105,180309,8131,30807841,1004147,29773,2416717
34431058,6351674,178069,8039,2416717,79486,4011,1210781
34431058,6239916,175308,7934,1210781,51076,3205,676832
34431058,6121552,172354,7832,676832,36471,3121,22303303
34431058,6458672,179769,8004,22303303,528284,16090,14188642
34431058,6616427,186967,8670,14188642,532456,40666,57380735
34431058,7631713,204151,9137,57380735,1046168,32021,15804429
31557428,441942,31434,297,883884,62867,594,698450
31557428,527445,37596,512,698450,49920,942,92043561
31557428,23406474,411761,10308,92043561,1534257,39696,14845109
31557428,21694201,377194,9344,14845109,238926,5486,117989101
31557428,37743351,588850,15126,117989101,1647130,44039,172006615
31557428,56923817,743899,22991,172006615,1674196,70179,1119640237
31557428,189763370,1511019,52867,1119640237,6880859,262003,1653059
31557428,168862224,1351357,47116,1653059,74055,1108,224371663
31557428,174413168,1389813,47406,224371663,1735923,50008,52594835
31557428,163338774,1341586,44967,52594835,859314,20579,364273039
31557428,180083296,1453876,48036,364273039,2689065,81792,117527108
31557428,175271282,1408383,46628,117527108,862469,29735,1436938
31557428,162854543,1310096,43324,1436938,32358,373,1843110
31557428,152120447,1225371,40468,1843110,39219,490,8363349
31557428,143135629,1159541,38086,8363349,172104,2355,2694981
31557428,134874414,1094092,35904,2694981,46909,986,3303499
31557428,127564919,1036002,33962,3303499,48456,956,84504085
31557428,125298559,1003649,32796,84504085,421309,11811,101889075
31557428,124128085,979441,31853,101889075,519493,13924,52505185
31557428,120717471,948273,30625,52505185,324910,6062,50247220
31557428,117514277,916876,29563,50247220,257533,7275,69938549
31557428,115445767,893392,28739,69938549,376742,10596,73498188
31557428,113697952,867009,27812,73498188,260198,6489,48791848
31557428,111101708,840681,26905,48791848,208805,5158,124190952
31557428,111605140,832479,26486,124190952,627444,15999,46134261
31557428,109180293,813144,25969,46134261,310433,12524,128028499
31557428,109853443,804555,25633,128028499,572650,16569,31308013
31557428,107144980,784117,24929,31308013,211849,5216,46701077
31557428,105130183,766826,24400,46701077,265386,9049,23722403
31557428,102504126,754721,23792,23722403,391585,5559,48647949
31557428,100821120,754534,23436,48647949,748719,12402,3552610789
31557428,205420807,1233093,51214,3552610789,16546978,940119,320704847
31557428,208811514,1255579,51494,320704847,1997636,60721,774518015
31557428,224974557,1346557,56004,774518015,4439806,209353,306914505
31557428,227250667,1354628,56109,306914505,1637105,59772,8418974
31557428,221336297,1321430,54636,8418974,126289,1615,8921205
31557428,215746426,1289073,53238,8921205,91892,1523,2251856
31557428,210272206,1257498,51884,2251856,57639,400,393113
31557428,205025229,1226591,50590,393113,21231,158,792725
31557428,200043948,1197685,49363,792725,41421,277,2911731
31557428,195350324,1170880,48222,2911731,71886,1428,635793867
31557428,205593197,1224185,49262,635793867,3462986,92966,426318
31557428,200930313,1196662,48147,426318,13192,201,25812812
31557428,197038813,1174383,47213,25812812,194077,6083,565997
31557428,192767665,1149074,46191,565997,10164,200,763712
31557428,188682475,1125118,45212,763712,23153,208,455124
31557428,184761072,1102511,44274,455124,39985,184,618886
31557428,181003068,1080517,43374,618886,24832,161,1932306
31557428,177421652,1060453,42516,1932306,77284,491,879902
30925093,5644474,202555,4340,11288947,405109,8679,16790733
30925093,9359893,272853,6310,16790733,413450,10252,20764935
30925093,12211154,332517,10763,20764935,511510,24122,21167136
30925093,14002350,355310,12238,21167136,446482,18135,18456200
30925093,14744659,370210,11806,18456200,444710,9650,32009346
30925093,17211042,466178,12844,32009346,1041988,19069,20529386
30925093,17625835,449564,12715,20529386,333259,11811,28074774
30925093,18786829,460669,14155,28074774,549510,25673,26780713
30925093,19586217,488145,13890,26780713,735427,11511,26485454
30925093,20213420,500843,13376,26485454,627829,8232,75025433
30925093,24781088,590303,14835,75025433,1574357,30883,28881569
30925093,25096510,595721,15100,28881569,660737,18285,15841700
30925093,24435452,585420,14397,15841700,451511,5254,29521368
30925093,24774513,583119,14201,29521368,550903,11454,30895627
30925093,25157083,575528,14084,30895627,461661,12338,60559667
30925093,27239588,593256,14608,60559667,876917,22987,32200637
30925093,27515201,587954,14387,32200637,497808,10632,17682981
30925093,26997716,579001,14035,17682981,417857,7694,18980733
30925093,26596867,572381,13885,18980733,446592,11044,31239216
30925093,26817931,570099,13674,31239216,524452,9441,22578215
30925093,26625217,567265,13512,22578215,507767,10125,34638938
30925093,26973639,569905,13628,34638938,627986,16169,60517231
30925093,28371289,640192,14468,60517231,2256776,33790,34690548
30925093,28624059,639734,14386,34690548,628755,12430,26531471
30925093,28543575,649725,14204,26531471,899503,9648,67535101
30925093,29987706,682623,14671,67535101,1537952,26816,66340262
30925093,31286011,688408,15200,66340262,844625,29466,88126548
30925093,33246030,709084,17003,88126548,1288004,67485,19363340
30925093,32783274,698520,16641,19363340,392166,6151,83104588
30925093,34406542,723323,16979,83104588,1467421,27112,21139163
30925093,33991936,713664,16706,21139163,414227,8247,31935322
30925093,33929615,725402,16580,31935322,1101010,12562,44108714
30925093,34229000,737638,16550,44108714,1141437,15561,136200901
30925093,37142483,825646,18498,136200901,3817897,84719,27985553
30925093,36888124,812627,18210,27985553,356980,8142,27063825
30925093,36622602,799971,17938,27063825,344362,8154,42910973
30925093,36788085,796138,17788,42910973,654324,12206,25772654
30925093,36505639,786121,17538,25772654,405456,8070,34462561
30925093,36454562,778336,17294,34462561,474714,7762,11478341
30925093,35845385,766316,16943,11478341,285545,2899,18910314
30925093,35442169,760778,16764,18910314,533719,9421,21551679
30925093,35119135,749339,16522,21551679,268875,6386,87834809
30925093,36317218,757333,16767,87834809,1101073,27285,38367871
30925093,36362788,750065,16640,38367871,430269,11056,33612398
30925093,36302997,744653,16423,33612398,501124,6651,51236647
30925093,36620735,739925,16307,51236647,522452,10987,32680632
30925093,36538649,731688,16135,32680632,344538,8029,23717898
30925093,36277001,722147,15970,23717898,264164,8064,47480081
30925093,36501063,718554,15976,47480081,542486,16238,20435282
30215174,194335,19276,370,388670,38551,740,279031
30215174,222567,21159,314,279031,24925,201,865038
30215174,383185,25181,295,865038,37248,237,1742103
30215174,654968,33681,407,1742103,67679,857,1266937
30215174,756963,37403,530,1266937,56014,1147,412737
30215174,707788,36192,537,412737,28929,576,2900099
30215174,981827,35578,649,2900099,31281,1430,2348007
30215174,1133625,40657,702,2348007,81286,1129,285706
30215174,1048833,38473,677,285706,18818,450,1834945
30215174,1120298,41657,792,1834945,73494,1940,3495516
30215174,1318232,45769,1205,3495516,91002,5752,1075180
30215174,1299536,45780,1179,1075180,45913,868,686831
30215174,1255771,45177,1291,686831,37338,2745,636388
30215174,1214479,43187,1221,636388,15329,238,680986
30215174,1181136,41785,1161,680986,20754,268,4555799
30215174,1379645,42950,1239,4555799,61597,2488,5224014
30215174,1593222,45332,1315,5224014,85811,2602,40583514
30215174,3645342,64265,3725,40583514,405073,47114,4276928
30215174,3676921,65266,4020,4276928,84286,9609,903039
30215174,3544832,63282,3979,903039,23588,3174,989863
30215174,3428697,61529,3825,989863,24711,588,1828138
30215174,3359107,60992,3813,1828138,49188,3557,5643198
30215174,3454278,62316,3699,5643198,92767,1064,8557607
30215174,3658411,65178,3603,8557607,133864,1299,1031541
30215174,3557378,63599,3489,1031541,24131,653,190873
30215174,3432692,61522,3362,190873,7526,60,206375
30215174,3317467,59608,3245,206375,7925,64,18692194
30215174,3847630,62121,3305,18692194,132469,4997,393583
30215174,3732495,60522,3199,393583,14148,137,673258
30215174,3633810,58841,3100,673258,8435,131,1997111
30215174,3582663,57484,3026,1997111,15414,704,563325
30215174,3491168,55968,2937,563325,7434,93,2754123
30215174,3469490,55645,2871,2754123,45003,707,1249855
30215174,3406072,54506,2796,1249855,15779,237,320084
30215174,3320350,53209,2721,320084,7799,114,390898
30215174,3241176,51959,2650,390898,6969,76,3076970
30215174,3236854,51620,2611,3076970,39097,1169,231703
30215174,3159799,50428,2546,231703,5112,64,391993
30215174,3090604,49333,2484,391993,6629,92,802631
30215174,3034800,48377,2428,802631,10132,166,190111
30215174,2967069,47311,2371,190111,3634,32,5812403
30215174,3033240,47007,2363,5812403,34209,2023,689057
30215174,2979963,46178,2313,689057,10552,171,162749
30215174,2917358,45225,2262,162749,3269,39,91949
30215174,2855936,44285,2214,91949,1993,31,106794
30215174,2797444,43399,2168,106794,2648,42,227881
30215174,2743911,42591,2124,227881,4598,77,136019
30215174,2690689,41788,2082,136019,3246,50,860084
30215174,2654077,41122,2045,860084,8521,233,85141
4623,51190,157,21,102380,314,42,20816
29640240,42955,1328,33,85909,2655,66,1910611
29640240,665507,16622,294,1910611,47211,817,44217
29640240,510184,12973,226,44217,2027,22,119618
29640240,432071,11115,186,119618,3683,26,588882
29640240,458206,11007,188,588882,10463,197,725932
29640240,496453,10334,193,725932,6296,225,459272
29640240,491805,9712,187,459272,5363,146,363312
29640240,477528,9113,180,363312,4321,118,1323162
29640240,562092,9082,208,1323162,8803,458,362280
29640240,543927,8632,204,362280,4131,174,45326
29640240,502377,8100,189,45326,2244,22,424928
29640240,496419,7887,183,424928,5334,106,1288241
29640240,552978,7977,223,1288241,9142,745,454077
29640240,546384,7790,214,454077,5173,95,55535
29640240,515706,7416,202,55535,1808,22,91587
29640240,490758,7170,192,91587,3233,31,2436370
29640240,598848,7711,214,2436370,16905,576,776533
29640240,608200,7475,208,776533,3224,112,104948
29640240,583037,7191,202,104948,1810,73,728380
29640240,589958,7088,204,728380,5026,257,440869
29640240,583181,7012,198,440869,5405,70,566655
29640240,582463,6962,199,566655,5866,213,43499
29640240,560006,6700,192,43499,687,31,118010
29640240,542326,6481,186,118010,1204,41,38888
29640240,522963,6260,179,38888,743,16,97851
29640240,507218,6068,174,97851,1087,34,2839422
29640240,590511,6441,218,2839422,16508,1403,8744428
29640240,871681,8274,275,8744428,59590,1883,409788
29640240,856284,8134,268,409788,4068,71,156262
29640240,833703,7914,261,156262,1318,35,107927
29640240,811022,7715,254,107927,1551,35,231919
29640240,793474,7525,247,231919,1443,27,80317
29640240,772499,7324,240,80317,702,13,385563
29640240,761443,7178,234,385563,2201,41,2973208
29640240,822881,7254,249,2973208,9914,754,158043
29640240,804913,7084,243,158043,963,29,150853
29640240,787701,6925,237,150853,1044,32,359363
29640240,776718,6801,233,359363,2097,52,188909
29640240,762022,6660,227,188909,1172,24,599600
29640240,758061,6609,223,599600,4566,68,441565
29640240,750525,6506,220,441565,2276,68,227053
29640240,738351,6395,216,227053,1707,51,306430
29640240,728535,6309,212,306430,2634,47,559973
29640240,724789,6246,210,559973,3458,128,32545
29640240,709740,6120,206,32545,451,6,938556
29640240,714609,6136,208,938556,6871,294,467059
29640240,709452,6070,205,467059,2988,73,221708
29640240,699498,5971,201,221708,1204,34,1420048
29640240,713909,5996,200,1420048,7218,149,517540
29646088,4534912,617145,18040,9069824,1234290,36080,3361552
29646088,4143792,469940,13076,3361552,175531,3148,9345743
29646088,5444280,608138,12694,9345743,1022730,11549,8543337
29646088,6064091,578725,12013,8543337,461076,9287,5328137
29646088,5941432,551024,10995,5328137,412514,5904,4330479
29646088,5711296,510867,10106,4330479,269931,4775,10762917
29646088,6342749,560242,10935,10762917,905865,16735,5117858
29646088,6206650,573520,10155,5117858,679743,3918,4109521
29646088,5996937,522540,9235,4109521,63719,951,6620926
29646088,6053663,552892,8858,6620926,856409,5087,5806172
29646088,6033039,553479,8917,5806172,559944,9566,8788951
29646088,6245032,554255,8750,8788951,563560,6746,16114308
29646088,6949980,589747,9382,16114308,1051144,17606,6306979
29646088,6907114,578966,9186,6306979,428036,6434,8267870
29646088,6992161,578088,8975,8267870,564917,5820,8486283
29646088,7080050,582530,8968,8486283,653601,8856,3804840
29646088,6898094,560925,8728,3804840,193643,4638,13548472
29646088,7248114,601373,10253,13548472,1329431,37698,8826940
29646088,7327055,607496,10216,8826940,723831,9518,11949611
29646088,7547177,612899,10583,11949611,720954,17926,3318613
29646088,7354970,592749,10293,3318613,169603,4198,7558210
