
SubCount,AvgViews,AvgLikes,AvgDislikes,LastViews,LastLikes,LastDislikes,ViewCount
29646088,7363806,592261,10204,7558210,581532,8253,13406835
29646088,7615599,604210,10404,13406835,879046,14995,8871402
29646088,7665831,606734,10345,8871402,667302,8931,3396110
29646088,7501611,591641,10130,3396110,214319,4769,7484561
29646088,7500980,588832,10086,7484561,515793,8941,8119486
29646088,7523069,588056,10053,8119486,567106,9158,4098737
29646088,7404989,576546,9859,4098737,254252,4427,11394129
29646088,7537960,583802,9909,11394129,794246,11369,7044920
29646088,7522056,590099,9777,7044920,778990,5800,13083323
29646088,7695845,602494,9872,13083323,986760,12812,6255362
29646088,7652194,605814,9796,6255362,712044,7379,5853757
29646088,7599299,595807,9682,5853757,265568,5929,6763879
29646088,7575430,594117,9591,6763879,536681,6480,9979530
29646088,7642210,607943,9567,9979530,1091841,8727,5444250
29646088,7582806,598602,9446,5444250,262329,5088,14240824
29646088,7758017,612296,9568,14240824,1118981,14096,5647280
29646088,7703896,606896,9436,5647280,401684,4413,11196559
29646088,7791212,613334,9542,11196559,864419,13687,6589653
29646088,7761906,616876,9507,6589653,758548,8098,4828194
29646088,7692056,609425,9396,4828194,303949,4850,8817838
29646088,7718237,609070,9338,8817838,594156,6912,4325202
29646088,7641122,601821,9236,4325202,290087,4823,5278961
29646088,7588630,594940,9136,5278961,292216,4722,8480121
29646088,7608010,603905,9290,8480121,1007308,16221,10825320
29646088,7676463,606548,9286,10825320,728113,9124,8179861
29646088,7686951,606142,9216,8179861,587091,5939,10913477
29646088,7752798,607103,9296,10913477,653208,13133,8076504
29646088,7759272,609426,9276,8076504,723234,8294,8290297
29708385,4032414,946300,5539,8064828,1892599,11077,8307517
29708385,5457448,1337654,7801,8307517,2120364,12325,6675242
29708385,5761897,1390505,8113,6675242,1549058,9048,9396047
29708385,6488727,1611074,9789,9396047,2493348,16497,10952971
29708385,7232768,1652864,10366,10952971,1861814,13248,8305632
29708385,7386034,1653528,10857,8305632,1657513,13801,10044503
29708385,7718343,1661218,11397,10044503,1715044,15181,8370989
29708385,7790859,1705282,11805,8370989,2057795,15072,9217341
29708385,7933507,1680480,12256,9217341,1457266,16310,6209283
29708385,7776759,1612054,11881,6209283,927797,8136,10744960
29708385,8024109,1626528,12252,10744960,1785732,16329,8655182
29708385,8072653,1647864,12209,8655182,1903907,11687,13559150
29708385,8464546,1724686,12627,13559150,2723373,18065,8440818
29708385,8462964,1773622,12857,8440818,2458726,16085,29160249
29708385,9756545,1812905,13427,29160249,2402139,21972,13479596
29708385,9975548,1922934,14487,13479596,3683403,31447,9464424
29708385,9947152,1931303,14423,9464424,2073578,13326,7557053
29708385,9821357,1932489,14321,7557053,1953843,12501,9675621
29708385,9814070,1918754,14185,9675621,1657783,11597,41740207
29708385,11334363,2004992,15503,41740207,3729743,41858,6360826
29708385,11108293,1947845,15248,6360826,747769,9896,3752032
29708385,10788455,1888213,14907,3752032,576304,7393,13157264
29708385,10887156,1919419,14917,13157264,2637166,15153,7288920
29708385,10743226,1911275,14750,7288920,1715817,10734,9163954
29708385,10682485,1890000,14766,9163954,1358110,15172,5817636
29708385,10502305,1858990,14464,5817636,1052744,6617,19752083
29708385,10832655,1906425,14973,19752083,3187160,28720,12599805
29708385,10893591,1934025,15490,12599805,2706820,29972,8539087
29708385,10815107,1922800,15331,8539087,1597273,10724,25147609
29708385,11277446,1940865,15815,25147609,2482839,30325,14178820
29708385,11368114,1978798,16071,14178820,3154716,23990,5700239
29708385,11196360,1952544,15758,5700239,1112416,5768,10190484
29708385,11166776,1945409,15648,10190484,1709947,12016,11983361
29708385,11190107,1935352,15678,11983361,1593415,16681,12653572
29708385,11230758,1934120,15779,12653572,1891015,19307,50327268
29708385,12287421,1975117,17066,50327268,3451007,63401,12861305
29708385,12302523,1965842,17059,12861305,1622660,16818,8937253
29708385,12216234,1955132,17241,8937253,1548150,24131,33739140
29708385,12754307,1986757,17893,33739140,3220109,43349,14540077
29708385,12797862,1982402,17806,14540077,1808202,14318,6497043
29708385,12647843,1958611,17738,6497043,983204,14949,4287646
29708385,12453419,1934181,17437,4287646,908121,4791,23334413
29708385,12700715,1926691,17534,23334413,1604609,21706,12086213
29708385,12687059,1919369,17446,12086213,1597191,13564,12101839
29708385,12674337,1927800,17409,12101839,2307197,15766,16508442
29708385,12755914,1933678,17399,16508442,2204061,16921,11898177
29708385,12738044,1931592,17332,11898177,1833572,14178,36384832
29708385,13220632,1970814,18266,36384832,3853477,63130,11541001
29708385,13187039,1963170,18260,11541001,1588580,17939,43425381
28840167,285745,6327,408,571490,12653,816,218025
28840167,263172,7911,350,218025,11079,235,612656
28840167,350543,10332,551,612656,17594,1151,129340
28840167,306302,9602,469,129340,6683,141,12599862
28840167,2355229,49962,3235,12599862,251764,17067,89696
28840167,2031581,43213,2778,89696,2721,37,101087
28840167,1790270,38309,2440,101087,3980,75,103350
28840167,1602834,34482,2172,103350,3866,23,94239
28840167,1451975,31222,1958,94239,1875,38,14555
28840167,1321300,28439,1781,14555,612,5,13543
28840167,1212320,26123,1633,13543,654,5,19926
28840167,1120598,24166,1508,19926,676,5,346582
28840167,1065311,22815,1405,346582,5257,75,219849
28840167,1008947,21592,1314,219849,4467,43,67925
28840167,950133,20384,1234,67925,2260,35,422045
28840167,919069,19504,1165,422045,5423,54,1402950
28840167,945951,19198,1111,1402950,14002,190,124964
28840167,902741,18325,1053,124964,2603,21,63451
28840167,860777,17531,1002,63451,2452,15,110132
28840167,825032,16811,955,110132,2410,19,163308
28840167,794953,16228,913,163308,3988,29,365449
28840167,776279,15874,876,365449,8089,80,162550
28840167,750707,15352,841,162550,3333,23,5296290
28840167,932531,16637,877,5296290,47486,1738,3922295
28840167,1047522,16614,872,3922295,16043,759,141656
28840167,1013971,16179,841,141656,4869,39,79510
28840167,980597,15690,813,79510,2472,50,253141
28840167,955513,15278,787,253141,3762,62,1079274
28840167,959638,15124,764,1079274,10640,94,231212
28840167,936140,14773,741,231212,4241,35,91347
28840167,909741,14381,718,91347,2253,32,112162
28840167,885572,14058,698,112162,3694,35,168831
28840167,864491,13727,680,168831,2801,81,962988
28840167,867305,13424,662,962988,3142,46,270969
28840167,850740,13165,645,270969,4094,73,8526451
28840167,1058192,15283,692,8526451,91532,2394,139893
28840167,1034026,15055,676,139893,6621,63,662271
28840167,1024494,14838,661,662271,6606,78,271713
28840167,1005674,14627,645,271713,6389,54,1173133
28840167,1009759,14795,639,1173133,21517,367,219172
28840167,990935,14539,625,219172,4045,71,1040474
28840167,992087,14371,617,1040474,7298,264,653128
28840167,984384,14183,611,653128,6084,371,309659
28840167,969390,13978,599,309659,4990,58,58535379
28840167,2220824,24284,1186,58535379,488021,27610,11609917
28840167,2420592,25391,1218,11609917,76321,2675,18030455
28840167,2745798,28302,1312,18030455,165134,5756,183752
28840167,2693511,27742,1287,183752,862,57,99198
28840167,2641625,27204,1261,99198,866,21,712347
28378061,1161466,59439,2360,2322932,118877,4719,184798270
28378061,62373734,864068,54164,184798270,2473328,157773,158666012
28378061,86446804,1269603,77448,158666012,2486208,147301,7401178
28378061,70637678,1065515,63613,7401178,249162,8270,49045751
28378061,67039024,1024989,57504,49045751,822358,26962,201141464
28378061,86196515,1249736,80655,201141464,2598219,219558,85200232
28378061,86071980,1215601,78001,85200232,976653,59424,920299278
28378061,178763902,1922728,202472,920299278,7579744,1198243,101685388
28378061,171056051,1905812,213151,101685388,1753574,309258,2681163
28378061,155749243,1738137,193999,2681163,61382,2479,4594171
28378061,143152987,1603177,178105,4594171,118616,3273,653279
28378061,132191471,1481265,164453,653279,18322,625,478749873
28378061,156945642,1604328,164174,478749873,3204147,160554,78020175
28378061,151683944,1546605,155472,78020175,738478,33635,6948653
28378061,142637989,1460227,146173,6948653,164566,6696,135923286
28378061,142243006,1458677,143500,135923286,1433873,100726,610015100
28378061,168230345,1550212,145221,610015100,3106316,174481,1206192448
28378061,222859929,1776232,163923,1206192448,5844577,500568,536208017
28378061,238527334,1805131,162400,536208017,2354219,133450,2299130432
28378061,336651291,2101247,184296,2299130432,8023575,622229,10037737
28378061,321805220,2008936,176116,10037737,70404,4336,6273374
28378061,308086444,1923660,168577,6273374,47571,2717,4005080
28378061,295416387,1845045,161619,4005080,36905,1581,7685422
28378061,283907149,1773323,155260,7685422,51993,2640,5824656
28378061,273211668,1706867,149366,5824656,45466,2022,4801810
28378061,263270562,1645298,143895,4801810,44511,1646,14513882
28378061,254386395,1590190,138946,14513882,102281,5326,9273837
28378061,245934238,1537532,134267,9273837,63101,3247,2566915506
28378061,323300280,1733477,158243,2566915506,7415883,853550,1471001
28378061,312918691,1678011,153177,1471001,14024,1191,36487413
28378061,304280213,1633251,148614,36487413,245711,7160,146740842
28378061,299506293,1607981,144972,146740842,799331,28428,269026909
28378061,298609840,1618306,142136,269026909,1959017,48562,474912476
28378061,303647058,1630531,142209,474912476,2046198,144697,402959126
28378061,306405727,1649682,142367,402959126,2319975,147879,1213735
28378061,298157295,1605432,138543,1213735,12431,903,9318581
28378061,290556276,1565022,134975,9318581,69852,2940,5485565
28378061,283246771,1526116,131555,5485565,47688,1593,12359703
28378061,276474594,1490038,128333,12359703,82982,2673,2791126
28378061,269799387,1454445,125222,2791126,30744,787,3399561
28378061,263456534,1420592,122261,3399561,32600,871,5529079
28378061,257458221,1388643,119448,5529079,46775,1291,1018490
28378061,251630046,1357340,116744,1018490,11310,492,799623
28378061,246056036,1327388,114159,799623,9495,414,1735034
28378061,240744710,1298867,111693,1735034,15431,691,630810
28378061,235635904,1271355,109328,630810,5807,533,759439
28378061,230742644,1245065,107059,759439,9435,427,744388
28378061,226048802,1219834,104883,744388,8762,422,3513099
28378061,221598088,1195746,102813,3513099,15418,1413,153792346
28148089,8452869,600914,54931,16905737,1201828,109861,15652320
28148089,10852686,629293,49985,15652320,686050,40093,15324644
28148089,11970675,678481,42765,15324644,826044,21107,17956962
28148089,13167933,720500,39767,17956962,888579,27776,10485497
28148089,12720860,682822,35484,10485497,494428,14069,16979435
28148089,13329228,714483,33461,16979435,904450,21318,12938005
28148089,13280325,710267,31422,12938005,680755,17148,8387897
28148089,12736722,707755,29300,8387897,687660,12324,15500242
28148089,13013074,716948,28021,15500242,799682,16512,20623179
28148089,13704902,733814,27722,20623179,902475,24732,20438405
28148089,14266027,777375,29214,20438405,1256552,45625,8187654
28148089,13798460,750975,27891,8187654,434176,12013,9667383
28148089,13503383,725047,27470,9667383,387982,22006,15530650
28148089,13638534,761995,29843,15530650,1279263,63057,12650027
28148089,13576752,751437,29173,12650027,593062,19121,18820313
28148089,13885197,750242,28529,18820313,731127,18236,12884904
28148089,13829625,750925,27876,12884904,762538,16762,11363747
28148089,13699842,745605,27548,11363747,649839,21648,12136894
28148089,13621695,745302,26886,12136894,739551,14306,10752929
28148089,13485087,740417,26612,10752929,642714,21146,11084641
28148089,13375976,729378,26067,11084641,497553,14614,12929716
28148089,13356573,722916,25486,12929716,580767,12698,16473793
28148089,13486457,722097,25120,16473793,703259,16711,11165330
28148089,13393612,714094,24698,11165330,522020,14563,9586272
28148089,13247176,712564,24172,9586272,674317,11034,7195467
28148089,13023039,706408,23679,7195467,546356,10841,16842160
28148089,13159436,707915,23303,16842160,748591,13163,12154636
28148089,13124788,709331,23172,12154636,748993,19518,21632191
28148089,13408368,711818,23433,21632191,783922,30988,8233501
28148089,13241436,702497,23175,8233501,422876,15434,24526294
28148089,13594088,721883,24019,24526294,1322842,50198,15594688
28148089,13654713,722358,24308,15594688,737577,33538,13438417
28148089,13648351,729842,25352,13438417,976795,59802,19124445
28148089,13804811,737046,35176,19124445,981970,369186,11194528
28148089,13732303,735154,34595,11194528,668964,14256,9425571
28148089,13615905,727971,34001,9425571,469376,12633,14299411
28148089,13633892,736129,33437,14299411,1037973,12566,20212856
28148089,13802583,753692,33019,20212856,1421084,17157,8059310
28148089,13659001,751269,32564,8059310,656777,14803,16763597
28148089,13734723,753819,32079,16763597,855792,12685,19870770
28148089,13880819,764596,32450,19870770,1206492,47654,15466042
28148089,13917685,762748,32017,15466042,685112,13831,20406804
28148089,14065165,767758,31948,20406804,983190,28987,12571704
28148089,14031977,765306,31907,12571704,657416,30088,18835815
28148089,14136408,766645,31595,18835815,826921,17545,23698149
28148089,14339850,775201,31780,23698149,1168759,40328,29364133
28148089,14652856,778818,31674,29364133,948802,26674,9150744
28148089,14540568,771341,31246,9150744,412476,10704,17979327
28148089,14609343,776622,30887,17979327,1035390,13314,41085979
27565672,699107,78648,178,1398214,157295,356,606616
27565672,668277,69130,182,606616,50095,189,279000
27565672,570958,60643,164,279000,35180,112,400166
27565672,536799,55481,143,400166,34834,60,811471
27565672,582578,54570,136,811471,50014,100,1152697
27565672,664023,56661,135,1152697,69207,129,1059062
27565672,713403,55989,165,1059062,51286,372,744724
27565672,716883,57183,166,744724,66732,176,484243
27565672,693619,56953,156,484243,54884,68,489435
27565672,675057,57093,152,489435,58495,110,952817
27565672,698204,59339,163,952817,84042,278,1075989
27565672,727264,59841,160,1075989,65867,131,310965
27565672,697529,57051,155,310965,20789,88,263389
27565672,668586,54342,148,263389,16413,49,509761
27565672,658659,53124,144,509761,34851,83,473110
27565672,647745,52101,142,473110,35736,108,251963
27565672,625757,50057,136,251963,15307,41,290127
27565672,608092,48289,132,290127,16468,62,418352
27565672,598605,47003,130,418352,22555,86,367485
27565672,587599,45829,127,367485,22349,60,10111537
27565672,1020506,51376,176,10111537,167867,1210,231466
27565672,986200,49718,170,231466,13248,48,244251
27565672,955285,48186,165,244251,12943,36,244814
27565672,926866,46827,161,244814,14216,75,157350
27565672,897269,45390,156,157350,9457,24,139008
27565672,869186,44013,151,139008,8227,17,12408714
27565672,1281312,48082,216,12408714,157928,1973,198991
27565672,1243990,46807,209,198991,11120,17,174912
27565672,1208354,45577,202,174912,9891,12,3276751
27565672,1275077,45436,206,3276751,41220,306,3361942
27565672,1340291,45700,207,3361942,53881,248,276194
27565672,1308046,44691,202,276194,12395,28,306499
27565672,1278589,43822,196,306499,15159,24,801137
27565672,1264947,44102,194,801137,53636,117,323113
27565672,1238785,43814,190,323113,33704,62,50913238
27565672,2581338,56758,355,50913238,522750,6269,951108
27565672,2538437,56249,351,951108,37428,195,470993
27565672,2485426,55591,344,470993,30598,97,30063946
27565672,3174889,63074,466,30063946,354878,5240,5168776
27565672,3223520,NaN,NaN,5168776,NaN,NaN,586484
27565672,3160734,NaN,NaN,586484,31851,93,672852
27565672,3102876,NaN,NaN,672852,42065,97,198699
27565672,3036872,NaN,NaN,198699,13736,27,348113
27565672,2977122,NaN,NaN,348113,16657,50,222787
27565672,2917245,NaN,NaN,222787,13928,28,1221163
27565672,2881158,NaN,NaN,1221163,37800,136,348344
27565672,2828391,NaN,NaN,348344,18502,58,321967
27565672,2777239,NaN,NaN,321967,23064,148,312297
27565672,2727941,NaN,NaN,312297,27220,68,1642964
27225160,237814,12522,28858,475627,25043,57715,40202
27225160,171943,8461,19757,40202,339,1556,201257
27225160,179272,7431,16092,201257,4341,5096,607931
27225160,265003,7670,20479,607931,8627,38029,5493762
27225160,1136463,32455,20358,5493762,156378,19749,1100235
27225160,1131288,32173,18322,1100235,30481,6106,196194666
27225160,25514210,478793,251890,196194666,3605136,1886867,119055
27225160,22692526,425763,224170,119055,1524,2414,1035597
27225160,20526833,386028,202030,1035597,28415,2766,100427
27225160,18669887,350966,184026,100427,345,3986,146176
27225160,17126245,321739,168764,146176,244,887,166059
27225160,15821615,297276,155907,166059,3711,1619,196956
27225160,14705568,276096,144918,196956,763,2059,416364
27225160,13752954,258682,135469,416364,14878,3185,63583
27225160,12897369,242533,127163,63583,295,2572,654300
27225160,12177188,228396,119974,654300,2204,4947,185869
27225160,11511004,215864,113422,185869,2832,2051,270749
27225160,10919411,204562,107609,270749,1129,2976,6389912
27225160,10692936,204760,116663,6389912,208506,288684,1387689
27225160,10249829,195225,111984,1387689,4528,18410,437952
27225160,9803835,186384,107167,437952,729,6010,17070431
27225160,10119774,184509,122954,17070431,143270,470256,1524868
27225160,9761653,177006,118038,1524868,4427,4968,393988
27225160,9386946,170017,114596,393988,2281,31994,3474959
27225160,9159562,164632,110744,3474959,30003,14453,91015
27225160,8823690,158623,106687,91015,2383,1183,4753142
27225160,8678313,154905,106330,4753142,54527,96700,744209
27225160,8404723,149701,102763,744209,3998,2903,7270425
27225160,8366914,149737,99516,7270425,150772,5344,5496588
27225160,8274322,146569,96622,5496588,51537,9792,1616454
27225160,8066264,142814,93692,1616454,26416,2880,219993717
27225160,14488308,241700,106788,219993717,3406035,525843,972021
27225160,14090770,234706,103664,972021,3910,580,1845697
27225160,13740911,228249,100861,1845697,8698,5543,2981272
27225160,13442032,223286,99174,2981272,49607,40147,109672
27225160,13081698,217259,96515,109672,269,799,171588
27225160,12741958,211566,94000,171588,922,917,1001650
27225160,12440925,206272,91812,1001650,5089,8699,573186
27225160,12144231,201221,89669,573186,4261,6057,1556068
27225160,11885983,196613,88079,1556068,12261,24504,832473
27225160,11622805,192197,86016,832473,11169,1408,147782
27225160,11355944,187740,84069,147782,516,2320,9975933
27225160,11324580,188720,88956,9975933,230884,299070,31367710
27225160,11769983,187228,87242,31367710,121572,11839,1962610
27225160,11556779,183336,85364,1962610,8187,858,922989
27225160,11330528,179510,83554,922989,3544,295,1031704
27225160,11115969,175847,81820,1031704,3664,319,1122321
27225160,10912017,172341,80158,1122321,4068,411,627602
27225160,10706329,168951,78561,627602,2847,282,750809
26884735,1829160,40098,2026,3658320,80195,4052,86997131
26884735,30218484,416183,75645,86997131,1168353,222884,6629631
26884735,24321271,339321,58234,6629631,108737,6001,8300
26884735,19458676,272111,47022,8300,3271,2171,12019
26884735,16217567,227503,39623,12019,4464,2627,5794
26884735,13901599,195503,34291,5794,3502,2300,448659656
26884735,68246356,640508,157836,448659656,3755538,1022655,1281497
26884735,60805816,576532,140629,1281497,64724,2971,6910359
26884735,55416271,534363,127404,6910359,154850,8376,82231205
26884735,57853992,585064,131104,82231205,1092073,168112,8282617
26884735,53723044,548695,120850,8282617,148628,8051,2078524
26884735,49750389,509481,111675,2078524,38920,1573,1886452
26884735,46331536,476010,103798,1886452,40887,1396,1227614
26884735,43324608,446158,96955,1227614,28231,1153,1060336
26884735,40683091,420202,90954,1060336,30862,943,5344063
26884735,38604325,400044,85790,5344063,77508,3169,1579746
26884735,36547404,379594,81079,1579746,31954,979,4705522
26884735,34871515,363608,76973,4705522,75855,3079,2429040
26884735,33249391,348123,73187,2429040,53900,1244,1717034
26884735,31747850,333208,69761,1717034,34926,1254,10571488
26884735,30785289,324691,66911,10571488,145821,7056,1725138
26884735,29521804,312159,64062,1725138,36462,1382,4137253
26884735,28464114,301649,61468,4137253,59924,1795,18037715
26884735,28047058,298601,59566,18037715,225431,13929,16740372
26884735,27612186,296215,58206,16740372,236568,24196,6454590
26884735,26828571,288763,56891,6454590,95027,22703,75290212
26884735,28559344,305611,57025,75290212,760507,60645,496532007
26884735,44696332,398984,76751,496532007,3013417,629085,20594015
26884735,43892922,394583,75819,20594015,266953,48792,2544445
26884735,42559100,383505,73423,2544445,51172,1531,1736735
26884735,41283401,372742,71164,1736735,39088,1137,9211390
26884735,40311522,367192,69210,9211390,189591,6686,491365122
26884735,53577804,447949,73019,491365122,3112923,198726,83999103
26884735,54446984,461664,72909,83999103,927971,69147,1309356
26884735,52970939,450352,70925,1309356,54422,1503,150976955
26884735,55619750,477033,70972,150976955,1437559,72666,33630763
26884735,55041093,480683,70059,33630763,615741,36258,7199333
26884735,53814381,470968,68415,7199333,101781,5942,10990371
26884735,52743781,462470,66869,10990371,131063,6602,4249566
26884735,51560995,452810,65294,4249566,66399,2270,5086557
26884735,50454461,443743,63839,5086557,71990,4185,6885332
26884735,49441225,436014,62425,6885332,111393,3065,5633913
26884735,48445604,427461,61056,5633913,59722,2190,673734684
26884735,62340917,470150,64524,673734684,2348460,217102,12788686
26884735,61263695,462781,63353,12788686,131172,10672,6736673
26884735,60103545,453954,62079,6736673,47918,3457,3353206
26884735,58921247,444991,60845,3353206,23699,2855,67883329
26884735,59104146,446240,60777,67883329,506195,57495,265529540
26884735,63232654,456982,60586,265529540,983344,51227,2326668483
26787195,8308834,258881,13424,16617668,517761,26848,8185053
26787195,8267574,253356,11316,8185053,242307,7100,1899161
26787195,6675471,207436,8841,1899161,69674,1417,100060126
26787195,25352402,522168,17420,100060126,1781097,51737,933666
26787195,21282612,444536,14645,933666,56378,766,2654682
26787195,18621479,398860,13342,2654682,124800,5523,1665678
26787195,16502004,356938,11828,1665678,63489,1234,48767228
26787195,20087029,423695,15996,48767228,957752,49337,5155218
26787195,18593848,394758,14951,5155218,134321,5551,132442571
26787195,28943732,509237,18148,132442571,1654025,50112,19860246
26787195,28186775,504357,20892,19860246,450675,51076,7947630
26787195,26629917,489705,19816,7947630,313887,6910,58657888
26787195,28917630,538866,23723,58657888,1177958,74508,4152039
26787195,27266590,511168,22276,4152039,123403,2018,11294661
26787195,26268345,494545,21318,11294661,245196,6947,6141531
26787195,25084414,472080,20259,6141531,112640,3322,44760289
26787195,26177519,483526,20276,44760289,678112,20559,24233513
26787195,26075203,475797,19604,24233513,336670,7504,40370889
26787195,26789987,470217,19127,40370889,364204,10074,37811512
26787195,27314821,463068,18797,37811512,320077,12187,2690051
26787195,26195514,444101,18005,2690051,45805,1381,3320116
26787195,25200931,427711,17295,3320116,67122,1675,44260199
26787195,25995067,428710,17117,44260199,451679,13024,2630763
26787195,25060495,413801,16468,2630763,55985,889,2702500
26787195,24200572,399204,15878,2702500,34291,1137,182514767
26787195,30064061,432861,16821,182514767,1307943,41318,8772422
26787195,29303645,421198,16306,8772422,106303,2412,12355899
26787195,28719240,412516,15946,12355899,169415,5872,2287120
26787195,27838170,400280,15437,2287120,45443,666,19299570
26787195,27562731,394586,15085,19299570,223743,4523,12473587
26787195,27091195,387422,14712,12473587,165352,3146,104128000
26787195,29425644,402724,14935,104128000,892375,22078,4217615
26787195,28684231,392901,14535,4217615,68768,1343,4399801
26787195,27990390,384336,14174,4399801,93109,1895,582671093
26787195,43398188,461221,16769,582671093,3152186,107592,4703914
26787195,42352396,450822,16366,4703914,76452,1853,708674991
26787195,59887202,632229,23271,708674991,7344312,278774,4145580
26787195,58457929,617559,22719,4145580,60095,1734,3641993
26787195,57087531,603698,22186,3641993,63134,1399,87169138
26787195,57821228,604960,22172,87169138,655441,21616,145212480
26787195,59901973,618714,22454,145212480,1182593,34004,1791764
26787195,58550572,605372,21956,1791764,45033,1048,2815656
26787195,57283870,592416,21473,2815656,35294,698,220417098
26787195,60909053,613861,22342,220417098,1557442,60562,33198298
26787195,60306645,607748,22268,33198298,332662,18965,1834408
26787195,59062555,595120,21808,1834408,14254,658,249136161
26787195,63022422,612976,22118,249136161,1452203,36672,4690838
26787195,61831981,601178,21680,4690838,34858,637,3374371
26787195,60662829,589832,21258,3374371,33857,621,49856930
26691552,3830068,53951,1984,7660136,107902,3968,19041222
26691552,8900453,119141,3766,19041222,249520,7331,14445581
26691552,10286735,147373,3696,14445581,232070,3486,12281382
26691552,10685664,166197,4755,12281382,241495,8988,1872194
26691552,9216753,144786,4189,1872194,37727,1358,48364563
26691552,14809297,199277,12006,48364563,526228,58912,5235493
26691552,13612571,183435,10797,5235493,72540,2334,5761215
26691552,12740198,171766,10115,5761215,78416,4657,175367010
26691552,29002880,346741,20143,175367010,1921514,110391,167867090
26691552,41626899,416050,24086,167867090,1109137,63520,78032772
26691552,44660722,432731,25976,78032772,616221,46764,998869055
26691552,118061363,826206,65991,998869055,5547912,546175,27061279
26691552,111561357,784170,62665,27061279,237691,19422,11441543
26691552,104886702,737934,59095,11441543,90644,9117,129346123
26691552,106415416,820278,68977,129346123,2055437,217205,26103839
26691552,101691206,786352,65319,26103839,243528,6795,240704
26691552,96055067,743055,61778,240704,7005,1572,2028772
26691552,91106314,704965,58671,2028772,19350,2748,77354368
26691552,90418717,700121,57639,77354368,608090,38043,70053763
26691552,89448957,689597,55872,70053763,479104,20527,3136822
26691552,85525678,659792,53397,3136822,33893,1430,391048355
26691552,98809273,709619,56353,391048355,1805810,121386,4736696
26691552,94889582,681994,54068,4736696,46622,1511,2497826
26691552,91193912,655648,51946,2497826,23344,1013,224148529
26691552,96307551,674752,51986,224148529,1152339,52971,4347110
26691552,92901609,651261,50120,4347110,40512,1623,276825000
26691552,99470302,670814,57767,276825000,1198744,264234,697977778
26691552,120108490,738798,60559,697977778,2642361,138740,31980855
26691552,117170903,720433,58762,31980855,187848,6624,13747856
26691552,113834675,699623,57051,13747856,75295,5727,1180111335
26691552,147155821,818600,62906,1180111335,4506891,244429,65554439
26691552,144683052,805698,61535,65554439,392850,17639,62366038
26691552,142261963,789184,60050,62366038,244205,11050,4461176
26691552,138324798,767749,58415,4461176,38965,2818,1399717
26691552,134521323,746626,56807,1399717,7326,549,681911
26691552,130904042,726551,55279,681911,3863,267,1214461
26691552,127491158,707555,53834,1214461,4672,360,4175704
26691552,124329223,689941,52494,4175704,20637,1588,404179396
26691552,131325478,714638,52943,404179396,1677801,70454,6603633
26691552,128283481,697890,51697,6603633,27973,1848,204319446
26691552,130093862,702767,51626,204319446,902732,48731,33075262
26691552,127837615,689987,50604,33075262,153224,7679,46358454
26691552,125985816,677543,49574,46358454,142455,5276,10041615
26691552,123409278,663415,48499,10041615,41794,1198,22591565
26691552,121217589,651071,47602,22591565,95576,7220,61484495
26691552,119946672,641766,46759,61484495,213745,7974,10412818
26691552,117664717,629284,45811,10412818,42645,1282,9497279
26691552,115457218,617380,44908,9497279,45991,1553,12184271
26691552,113391759,606230,44072,12184271,59849,3128,10272508
216811,46218,256,32,92435,511,63,137597
216811,76677,415,33,137597,734,36,50952
216811,70246,387,31,50952,301,23,19612
216811,60119,326,27,19612,85,12,13043
216811,52273,283,23,13043,67,5,15967
216811,47087,256,21,15967,95,5,324509
216811,81764,340,56,324509,929,302,21334
216811,75050,313,52,21334,97,23,16866
216811,69232,293,48,16866,112,10,20750
216811,64824,279,45,20750,138,12,24975
216811,61503,269,42,24975,162,11,226265
216811,74177,327,44,226265,1020,68,22757
216811,70504,313,42,22757,131,15,30487
216811,67837,305,40,30487,200,10,26161
216811,65232,300,38,26161,218,9,18595
216811,62489,289,36,18595,115,5,21894
216811,60233,279,34,21894,109,6,15612
216811,57885,269,33,15612,91,7,11432
216811,55562,259,31,11432,72,2,7579
216811,53277,249,30,7579,41,4,18468
216811,51695,242,29,18468,88,3,18941
216811,50271,235,28,18941,96,6,7406
216811,48485,227,27,7406,41,1,9898
216811,46941,221,26,9898,64,8,1700683
216811,110547,440,42,1700683,5914,437,9303
216811,106797,425,40,9303,53,5,193674
216811,109900,453,43,193674,1195,128,3718
216811,106238,438,42,3718,10,1,4787
216811,102857,424,41,4787,38,3,158523
216811,104652,469,41,158523,1814,60,321939
216811,111443,544,43,321939,2871,81,167002
216811,113126,550,42,167002,738,32,3298
216811,109896,534,41,3298,8,2,19514
216811,107314,523,40,19514,148,12,22126
216811,104947,511,39,22126,102,5,142618
216811,105965,517,39,142618,723,40,5474
216811,103321,504,38,5474,36,7,2453
216811,100735,492,38,2453,13,5,9506
216811,98454,481,37,9506,72,8,12918
216811,96368,471,36,12918,63,6,1250
216811,94103,460,35,1250,8,3,1560
216811,91951,450,34,1560,12,1,7219
216811,90025,441,34,7219,48,4,8229
216811,88207,432,33,8229,78,6,3293
216811,86361,424,32,3293,21,1,8941
216811,84714,416,32,8941,69,1,810
216811,82966,407,31,810,5,0,991916
216811,101516,484,35,991916,4181,216,86857
216811,101223,485,34,86857,525,11,17102
26622811,194516,24086,238,389032,48171,475,1597704
26622811,662245,77489,986,1597704,184297,2483,1665548
26622811,913071,109081,2015,1665548,203856,5102,1450496
