SubCount,Category,AvgViews,AvgViewsRounded,AvgLikes,AvgLikesRounded,AvgDislikes,AvgDislikesRounded,LastViews,LastViewsRounded,LastLikes,LastLikesRounded,LastDislikes,LastDislikesRounded,LastComments,LikeCount,LikeCountRounded,LikedOrDisliked,ViewCount,ViewCountRounded
34511052,10,2618186,2600000,102658,102500,4563,4500,3894227,3900000,100376,100500,3334,3500,2711,456803,457000,Disliked,11339479,1133950000
34511052,10,2874695,2850000,113074,113000,4759,5000,11339479,11350000,456803,457000,11232,11000,12498,101907,102000,Disliked,2387032,238700000
34511052,10,2860762,2850000,112755,113000,4760,5000,2387032,2400000,101907,102000,4803,5000,2963,125151,125000,Disliked,2675120,267500000
34511052,10,2855605,2850000,113100,113000,4729,4500,2675120,2700000,125151,125000,3635,3500,2933,1167779,1168000,Disliked,49976794,4997700000
34511052,10,4129150,4150000,141604,141500,5920,6000,49976794,50000000,1167779,1168000,48780,49000,46148,1336238,1336000,Disliked,97453121,9745300000
34511052,10,6585044,6600000,173042,173000,8123,8000,97453121,97450000,1336238,1336000,89639,89500,63699,52954,53000,Disliked,1388809,138900000
34511052,10,6451808,6450000,169963,170000,7972,8000,1388809,1400000,52954,53000,2261,2500,1903,24015,24000,Disliked,459342,45950000
34511052,10,6301996,6300000,166314,166500,7860,8000,459342,450000,24015,24000,3474,3500,1230,234439,234500,Liked,4883557,488350000
34511052,10,6267400,6250000,167976,168000,7770,8000,4883557,4900000,234439,234500,4178,4000,5718,27819,28000,Disliked,482400,48250000
34511052,10,6129662,6150000,164639,164500,7622,7500,482400,500000,27819,28000,1542,1500,1261,148619,148500,Disliked,3159491,315950000
34511052,10,6060588,6050000,164266,164500,7540,7500,3159491,3150000,148619,148500,4102,4000,3565,127979,128000,Disliked,1771629,177150000
34511052,10,5963112,5950000,163442,163500,7574,7500,1771629,1750000,127979,128000,9028,9000,5837,54346,54500,Disliked,939460,93950000
34511052,10,5851475,5850000,161017,161000,7489,7500,939460,950000,54346,54500,3753,4000,2956,1014059,1014000,Disliked,31685284,3168550000
34511052,10,6413080,6400000,179562,179500,7983,8000,31685284,31700000,1014059,1014000,30210,30000,37627,79970,80000,Disliked,2443442,244350000
34511052,10,6328619,6350000,177443,177500,7899,8000,2443442,2450000,79970,80000,4030,4000,1340,51160,51000,Disliked,1215801,121600000
34511052,10,6222102,6200000,174812,175000,7801,8000,1215801,1200000,51160,51000,3209,3000,1915,36474,36500,Disliked,677557,67750000
34511052,10,6108948,6100000,171988,172000,7706,7500,677557,700000,36474,36500,3123,3000,1697,533459,533500,Disliked,22824637,2282450000
34511052,10,6443262,6450000,179218,179000,7877,8000,22824637,22800000,533459,533500,16295,16500,20373,533691,533500,Disliked,14283651,1428350000
31606619,10,460243,450000,31685,31500,301,500,920486,900000,63369,63500,602,500,3463,50008,50000,Liked,701611,70150000
31606619,10,540699,550000,37792,38000,516,500,701611,700000,50008,50000,946,1000,2782,1543020,1543000,Disliked,94578671,9457850000
31606619,10,24050192,24050000,414099,414000,10414,10500,94578671,94600000,1543020,1543000,40107,40000,71676,239145,239000,Disliked,14904061,1490400000
31606619,10,22220966,22200000,379108,379000,9429,9500,14904061,14900000,239145,239000,5489,5500,10487,1649099,1649000,Disliked,118341996,11834200000
31606619,10,38241138,38250000,590774,591000,15222,15000,118341996,118350000,1649099,1649000,44187,44000,59464,1675203,1675000,Disliked,172181932,17218200000
31606619,10,57375537,57400000,745692,745500,23082,23000,172181932,172200000,1675203,1675000,70246,70000,68961,6898548,6898500,Disliked,1123591490,1.12E+11
31606619,10,190652531,190650000,1514799,1515000,53081,53000,1123591490,1123600000,6898548,6898500,263068,263000,247310,74065,74000,Liked,1653530,165350000
31606619,10,169652642,169650000,1354717,1354500,47306,47500,1653530,1650000,74065,74000,1108,1000,2882,1736679,1736500,Disliked,224487268,22448750000
31606619,10,175136105,175150000,1392914,1393000,47578,47500,224487268,224500000,1736679,1736500,50029,50000,47791,859469,859500,Disliked,52620452,5262050000
31606619,10,163998318,164000000,1344419,1344500,45124,45000,52620452,52600000,859469,859500,20583,20500,28658,2690989,2691000,Disliked,364813893,36481400000
31606619,10,180732949,180750000,1456633,1456500,48187,48000,364813893,364800000,2690989,2691000,81882,82000,74637,862787,863000,Disliked,117588705,11758850000
31606619,10,175875700,175900000,1410952,1411000,46770,47000,117588705,117600000,862787,863000,29758,30000,30190,32365,32500,Liked,1437911,143800000
31606619,10,163415858,163400000,1312482,1312500,43456,43500,1437911,1450000,32365,32500,373,500,1011,39229,39000,Liked,1844359,184450000
31606619,10,152644424,152650000,1227598,1227500,40591,40500,1844359,1850000,39229,39000,490,500,1137,172223,172000,Liked,8372086,837200000
31606619,10,143627403,143650000,1161637,1161500,38202,38000,8372086,8350000,172223,172000,2359,2500,4723,46937,47000,Disliked,2696892,269700000
31606619,10,135337373,135350000,1096067,1096000,36013,36000,2696892,2700000,46937,47000,986,1000,1450,48505,48500,Liked,3320117,332000000
31606619,10,128003081,128000000,1037869,1038000,34065,34000,3320117,3300000,48505,48500,960,1000,1795,421650,421500,Disliked,84647166,8464700000
31606619,10,125721191,125700000,1005436,1005500,32895,33000,84647166,84650000,421650,421500,11824,12000,8480,520013,520000,Disliked,102013846,10201400000
31606619,10,124535824,124550000,981165,981000,31947,32000,102013846,102000000,520013,520000,13950,14000,24230,324997,325000,Liked,52522909,5252300000
31606619,10,121106637,121100000,949919,950000,30715,30500,52522909,52500000,324997,325000,6067,6000,8569,257661,257500,Disliked,50287040,5028700000
31606619,10,117887565,117900000,918453,918500,29650,29500,50287040,50300000,257661,257500,7280,7500,6265,377132,377000,Disliked,70059052,7005900000
31606619,10,115808064,115800000,894917,895000,28822,29000,70059052,70050000,377132,377000,10616,10500,14609,260601,260500,Disliked,73665301,7366550000
31606619,10,114052116,114050000,868487,868500,27892,28000,73665301,73650000,260601,260500,6505,6500,5592,208892,209000,Disliked,48815404,4881550000
31606619,10,111442647,111450000,842103,842000,26983,27000,48815404,48800000,208892,209000,5158,5000,3593,628137,628000,Disliked,124299118,12429900000
31606619,10,111937127,111950000,833874,834000,26561,26500,124299118,124300000,628137,628000,16017,16000,18961,310585,310500,Disliked,46174514,4617450000
31606619,10,109501474,109500000,814493,814500,26042,26000,46174514,46150000,310585,310500,12537,12500,9576,573211,573000,Disliked,128208589,12820850000
31606619,10,110169586,110150000,805876,806000,25704,25500,128208589,128200000,573211,573000,16588,16500,15842,211877,212000,Disliked,31318433,3131850000
31606619,10,107450580,107450000,785393,785500,24998,25000,31318433,31300000,211877,212000,5216,5000,5751,265500,265500,Disliked,46736563,4673650000
31606619,10,105426780,105450000,768063,768000,24466,24500,46736563,46750000,265500,265500,9063,9000,10941,391685,391500,Liked,23737584,2373750000
31606619,10,102791644,102800000,755922,756000,23857,24000,23737584,23750000,391685,391500,5562,5500,12374,748845,749000,Liked,48677232,4867700000
31606619,10,101100569,101100000,755701,755500,23499,23500,48677232,48700000,748845,749000,12403,12500,27050,16564199,16564000,Disliked,3555813977,3.56E+11
31606619,10,205788854,205800000,1234746,1234500,51309,51500,3555813977,3555800000,16564199,16564000,941227,941000,734509,2000706,2000500,Disliked,321104633,32110450000
31606619,10,209180495,209200000,1257274,1257500,51588,51500,321104633,321100000,2000706,2000500,60798,61000,70059,4441001,4441000,Disliked,774759358,77475950000
31606619,10,225339891,225350000,1348238,1348000,56099,56000,774759358,774750000,4441001,4441000,209479,209500,167134,1638914,1639000,Disliked,307060132,30706000000
31606619,10,227609898,227600000,1356312,1356500,56202,56000,307060132,307050000,1638914,1639000,59807,60000,56226,126297,126500,Liked,8421228,842100000
31606619,10,221685879,221700000,1323069,1323000,54727,54500,8421228,8400000,126297,126500,1615,1500,4713,91922,92000,Liked,8924422,892450000
31606619,10,216086894,216100000,1290670,1290500,53327,53500,8924422,8900000,91922,92000,1524,1500,2296,57645,57500,Liked,2253198,225300000
31606619,10,210603978,210600000,1259054,1259000,51969,52000,2253198,2250000,57645,57500,400,500,1879,21232,21000,Liked,393128,39300000
31606619,10,205348707,205350000,1228109,1228000,50674,50500,393128,400000,21232,21000,158,0,674,41422,41500,Liked,792767,79300000
31606619,10,200359538,200350000,1199165,1199000,49445,49500,792767,800000,41422,41500,277,500,931,71892,72000,Liked,2912627,291250000
31606619,10,195658421,195650000,1172325,1172500,48302,48500,2912627,2900000,71892,72000,1430,1500,2222,3466463,3466500,Disliked,636765563,63676550000
31606619,10,205916727,205900000,1225677,1225500,49344,49500,636765563,636750000,3466463,3466500,93139,93000,124942,13192,13000,Liked,426331,42650000
31606619,10,201246490,201250000,1198121,1198000,48228,48000,426331,450000,13192,13000,201,0,395,194115,194000,Disliked,25819395,2581950000
31606619,10,197348110,197350000,1175809,1176000,47291,47500,25819395,25800000,194115,194000,6083,6000,5291,10164,10000,Liked,566013,56600000
31606619,10,193070239,193050000,1150469,1150500,46267,46500,566013,550000,10164,10000,200,0,207,23154,23000,Liked,763740,76350000
31606619,10,188978611,189000000,1126484,1126500,45287,45500,763740,750000,23154,23000,208,0,582,39985,40000,Liked,455157,45500000
31606619,10,185051039,185050000,1103849,1104000,44348,44500,455157,450000,39985,40000,184,0,1317,24833,25000,Liked,618941,61900000
31606619,10,181287119,181300000,1081828,1082000,43446,43500,618941,600000,24833,25000,161,0,637,77283,77500,Liked,1932393,193250000
31606619,10,177700024,177700000,1061737,1061500,42587,42500,1932393,1950000,77283,77500,491,500,1734,14103,14000,Liked,879983,88000000
30977846,17,6159367,6150000,210953,211000,4605,4500,12318733,12300000,421906,422000,9209,9000,36492,415855,416000,Disliked,17009083,1700900000
30977846,17,9775939,9800000,279254,279500,6512,6500,17009083,17000000,415855,416000,10328,10500,29244,513047,513000,Disliked,20929451,2092950000
30977846,17,12564317,12550000,337702,337500,10925,11000,20929451,20950000,513047,513000,24164,24000,34140,447659,447500,Disliked,21346477,2134650000
30977846,17,14320749,14300000,359693,359500,12379,12500,21346477,21350000,447659,447500,18194,18000,33891,445328,445500,Disliked,18524001,1852400000
30977846,17,15021291,15000000,373966,374000,11930,12000,18524001,18500000,445328,445500,9682,9500,29703,1045066,1045000,Liked,32185403,3218550000
30977846,17,17473307,17450000,469837,470000,12960,13000,32185403,32200000,1045066,1045000,19142,19000,41025,333729,333500,Disliked,20620257,2062050000
30977846,17,17866676,17850000,452824,453000,12818,13000,20620257,20600000,333729,333500,11828,12000,26676,550085,550000,Disliked,28153128,2815300000
30977846,17,19009615,19000000,463631,463500,14248,14000,28153128,28150000,550085,550000,25687,25500,47951,737616,737500,Liked,26978179,2697800000
30977846,17,19806471,19800000,491029,491000,13979,14000,26978179,27000000,737616,737500,11559,11500,46050,628615,628500,Liked,26602894,2660300000
30977846,17,20424328,20400000,503537,503500,13459,13500,26602894,26600000,628615,628500,8258,8500,48850,1579406,1579500,Liked,75625305,7562550000
30977846,17,25024409,25000000,593193,593000,14926,15000,75625305,75650000,1579406,1579500,31057,31000,73946,661422,661500,Disliked,28958497,2895850000
30977846,17,25327031,25350000,598441,598500,15185,15000,28958497,28950000,661422,661500,18302,18500,32162,451696,451500,Liked,15863514,1586350000
30977846,17,24651066,24650000,587959,588000,14476,14500,15863514,15850000,451696,451500,5258,5500,20559,551544,551500,Disliked,29641855,2964200000
30977846,17,24983785,25000000,585532,585500,14277,14500,29641855,29650000,551544,551500,11488,11500,50588,462250,462500,Disliked,31002665,3100250000
30977846,17,25359965,25350000,577827,578000,14157,14000,31002665,31000000,462250,462500,12353,12500,33660,879643,879500,Disliked,61054465,6105450000
30977846,17,27459642,27450000,595580,595500,14685,14500,61054465,61050000,879643,879500,23131,23000,48298,498497,498500,Disliked,32294517,3229450000
30977846,17,27728246,27750000,590187,590000,14461,14500,32294517,32300000,498497,498500,10659,10500,5088,418025,418000,Liked,17710009,1771000000
30977846,17,27200970,27200000,581126,581000,14105,14000,17710009,17700000,418025,418000,7698,7500,26671,446799,447000,Disliked,19008909,1900900000
30977846,17,26791367,26800000,574409,574500,13952,14000,19008909,19000000,446799,447000,11050,11000,16161,524938,525000,Liked,31320227,3132000000
30977846,17,27007027,27000000,572054,572000,13738,13500,31320227,31300000,524938,525000,9457,9500,34407,508116,508000,Liked,22624078,2262400000
30977846,17,26807802,26800000,569147,569000,13575,13500,22624078,22600000,508116,508000,10137,10000,56168,628650,628500,Disliked,34707839,3470800000
30977846,17,27151282,27150000,571734,571500,13688,13500,34707839,34700000,628650,628500,16184,16000,27826,2260861,2261000,Liked,60687725,6068750000
30977846,17,28548634,28550000,642115,642000,14529,14500,60687725,60700000,2260861,2261000,33863,34000,56045,629347,629500,Liked,34771769,3477200000
30977846,17,28797559,28800000,641604,641500,14445,14500,34771769,34750000,629347,629500,12448,12500,11090,900362,900500,Liked,26576749,2657650000
30977846,17,28712143,28700000,651556,651500,14261,14500,26576749,26600000,900362,900500,9657,9500,23236,1540663,1540500,Liked,67754005,6775400000
30977846,17,30158138,30150000,684486,684500,14729,14500,67754005,67750000,1540663,1540500,26892,27000,53742,845584,845500,Disliked,66515096,6651500000
30977846,17,31456601,31450000,690240,690000,15257,15500,66515096,66500000,845584,845500,29516,29500,13141,1289343,1289500,Disliked,88299554,8829950000
30977846,17,33416703,33400000,710898,711000,17060,17000,88299554,88300000,1289343,1289500,67536,67500,78363,392227,392000,Liked,19370642,1937050000
30977846,17,32948501,32950000,700276,700500,16696,16500,19370642,19350000,392227,392000,6150,6000,40882,1470981,1471000,Liked,83661711,8366150000
30977846,17,34584411,34600000,725137,725000,17036,17000,83661711,83650000,1470981,1471000,27237,27000,66138,414419,414500,Liked,21164372,2116450000
30977846,17,34165035,34150000,715427,715500,16762,17000,21164372,21150000,414419,414500,8255,8500,39098,1102257,1102500,Liked,31994874,3199500000
30977846,17,34099272,34100000,727150,727000,16635,16500,31994874,32000000,1102257,1102500,12576,12500,33751,1142518,1142500,Liked,44196205,4419600000
30977846,17,34396241,34400000,739366,739500,16604,16500,44196205,44200000,1142518,1142500,15579,15500,101816,3823244,3823000,Disliked,136534692,13653450000
30977846,17,37314482,37300000,827477,827500,18555,18500,136534692,136550000,3823244,3823000,84878,85000,562092,357177,357000,Disliked,28021338,2802150000
30977846,17,37056339,37050000,814413,814500,18266,18500,28021338,28000000,357177,357000,8151,8000,7568,344565,344500,Disliked,27106121,2710600000
30977846,17,36787415,36800000,801715,801500,17992,18000,27106121,27100000,344565,344500,8158,8000,5363,655059,655000,Liked,42996370,4299650000
30977846,17,36950808,36950000,797855,798000,17841,18000,42996370,43000000,655059,655000,12227,12000,13700,405771,406000,Liked,25812057,2581200000
30977846,17,36665199,36650000,787802,788000,17590,17500,25812057,25800000,405771,406000,8079,8000,21024,475136,475000,Liked,34511212,3451100000
30977846,17,36611349,36600000,779985,780000,17345,17500,34511212,34500000,475136,475000,7769,8000,22682,285554,285500,Liked,11479858,1148000000
30977846,17,35998386,36000000,767926,768000,16993,17000,11479858,11500000,285554,285500,2899,3000,6249,534095,534000,Liked,18935037,1893500000
30977846,17,35592116,35600000,762358,762500,16813,17000,18935037,18950000,534095,534000,9433,9500,22274,269124,269000,Disliked,21594712,2159450000
30977846,17,35266595,35250000,750888,751000,16570,16500,21594712,21600000,269124,269000,6394,6500,28541,1102518,1102500,Disliked,87995331,8799550000
30977846,17,36464975,36450000,758879,759000,16815,17000,87995331,88000000,1102518,1102500,27335,27500,79907,430712,430500,Disliked,38440962,3844100000
30977846,17,36508886,36500000,751587,751500,16687,16500,38440962,38450000,430712,430500,11077,11000,28606,501562,501500,Liked,33667986,3366800000
30977846,17,36447127,36450000,746152,746000,16469,16500,33667986,33650000,501562,501500,6659,6500,156385,523251,523500,Disliked,51373578,5137350000
30977846,17,36764712,36750000,741409,741500,16354,16500,51373578,51350000,523251,523500,11025,11000,10039,344895,345000,Disliked,32740370,3274050000
30977846,17,36680871,36700000,733148,733000,16181,16000,32740370,32750000,344895,345000,8046,8000,19516,264350,264500,Disliked,23747369,2374750000
30977846,17,36416922,36400000,723581,723500,16015,16000,23747369,23750000,264350,264500,8072,8000,9256,542732,542500,Disliked,47507328,4750750000
30977846,17,36638730,36650000,719964,720000,16020,16000,47507328,47500000,542732,542500,16243,16000,161206,187612,187500,Disliked,20469429,2046950000
30231338,10,194930,200000,19282,19500,370,500,389860,400000,38564,38500,740,500,2175,24937,25000,Liked,279928,28000000
30231338,10,223263,200000,21167,21000,314,500,279928,300000,24937,25000,203,0,2036,37310,37500,Liked,867502,86750000
30231338,10,384323,400000,25203,25000,295,500,867502,850000,37310,37500,238,0,1201,67787,68000,Liked,1746283,174650000
30231338,10,656715,650000,33720,33500,408,500,1746283,1750000,67787,68000,860,1000,2666,56056,56000,Disliked,1268316,126850000
30231338,10,758648,750000,37442,37500,532,500,1268316,1250000,56056,56000,1148,1000,3561,28937,29000,Liked,413399,41350000
30231338,10,709327,700000,36227,36000,538,500,413399,400000,28937,29000,576,500,2342,31328,31500,Disliked,2902184,290200000
30231338,10,983434,1000000,35615,35500,649,500,2902184,2900000,31328,31500,1430,1500,2077,81410,81500,Liked,2352484,235250000
30231338,10,1135551,1150000,40703,40500,703,500,2352484,2350000,81410,81500,1130,1000,3848,18818,19000,Disliked,285813,28600000
30231338,10,1050577,1050000,38515,38500,678,500,285813,300000,18818,19000,450,500,1527,73550,73500,Disliked,1840690,184050000
30231338,10,1122405,1100000,41700,41500,792,1000,1840690,1850000,73550,73500,1939,2000,5953,91004,91000,Disliked,3495861,349600000
30231338,10,1320193,1300000,45808,46000,1206,1000,3495861,3500000,91004,91000,5753,6000,9147,45933,46000,Liked,1076124,107600000
30231338,10,1301419,1300000,45818,46000,1180,1000,1076124,1100000,45933,46000,870,1000,1685,37339,37500,Disliked,686898,68700000
30231338,10,1257524,1250000,45212,45000,1292,1500,686898,700000,37339,37500,2745,2500,3318,15332,15500,Liked,636672,63650000
30231338,10,1216134,1200000,43220,43000,1221,1000,636672,650000,15332,15500,238,0,536,20757,21000,Liked,681164,68100000
30231338,10,1182699,1200000,41816,42000,1162,1000,681164,700000,20757,21000,268,500,1119,61694,61500,Disliked,4562437,456250000
30231338,10,1381507,1400000,42986,43000,1240,1000,4562437,4550000,61694,61500,2490,2500,3046,85954,86000,Disliked,5228351,522850000
30231338,10,1595220,1600000,45373,45500,1316,1500,5228351,5250000,85954,86000,2604,2500,3307,405215,405000,Disliked,40610484,4061050000
30231338,10,3648655,3650000,64312,64500,3726,3500,40610484,40600000,405215,405000,47120,47000,51255,84286,84500,Disliked,4277329,427750000
30231338,10,3680089,3700000,65311,65500,4021,4000,4277329,4300000,84286,84500,9609,9500,6823,23589,23500,Disliked,903103,90300000
30231338,10,3547852,3550000,63324,63500,3980,4000,903103,900000,23589,23500,3174,3000,1694,24716,24500,Disliked,990011,99000000
30231338,10,3431586,3450000,61569,61500,3826,4000,990011,1000000,24716,24500,588,500,2313,49188,49000,Disliked,1828287,182850000
30231338,10,3361877,3350000,61031,61000,3814,4000,1828287,1850000,49188,49000,3557,3500,3877,92971,93000,Liked,5653566,565350000
30231338,10,3457364,3450000,62361,62500,3700,3500,5653566,5650000,92971,93000,1065,1000,5714,134106,134000,Liked,8569418,856950000
30231338,10,3661847,3650000,65231,65000,3604,3500,8569418,8550000,134106,134000,1298,1500,7529,24133,24000,Disliked,1031735,103150000
30231338,10,3560688,3550000,63651,63500,3490,3500,1031735,1050000,24133,24000,653,500,2081,7527,7500,Liked,190883,19100000
30231338,10,3435881,3450000,61572,61500,3363,3500,190883,200000,7527,7500,60,0,232,7925,8000,Liked,206387,20650000
30231338,10,3320542,3300000,59656,59500,3245,3000,206387,200000,7925,8000,64,0,332,132539,132500,Disliked,18694231,1869400000
30231338,10,3850669,3850000,62169,62000,3306,3500,18694231,18700000,132539,132500,4998,5000,16893,14152,14000,Liked,393629,39350000
30231338,10,3735434,3750000,60569,60500,3200,3000,393629,400000,14152,14000,137,0,532,8435,8500,Liked,673280,67350000
30231338,10,3636655,3650000,58887,59000,3101,3000,673280,650000,8435,8500,131,0,1104,15417,15500,Disliked,1997523,199750000
30231338,10,3585432,3600000,57528,57500,3026,3000,1997523,2000000,15417,15500,704,500,1359,7434,7500,Liked,563344,56350000
30231338,10,3493854,3500000,56010,56000,2937,3000,563344,550000,7434,7500,93,0,256,45026,45000,Liked,2754884,275500000
30231338,10,3472119,3450000,55687,55500,2872,3000,2754884,2750000,45026,45000,707,500,4095,15781,16000,Liked,1249925,125000000
30231338,29,3408628,3400000,54547,54500,2796,3000,1249925,1250000,15781,16000,237,0,899,7803,8000,Liked,320161,32000000
30231338,10,3322837,3300000,53249,53000,2722,2500,320161,300000,7803,8000,114,0,265,6969,7000,Liked,390911,39100000
30231338,10,3243596,3250000,51998,52000,2650,2500,390911,400000,6969,7000,76,0,305,39113,39000,Disliked,3077322,307750000
30231338,10,3239221,3250000,51659,51500,2611,2500,3077322,3100000,39113,39000,1169,1000,3385,5112,5000,Liked,231716,23150000
30231338,10,3162105,3150000,50465,50500,2546,2500,231716,250000,5112,5000,64,0,1216,6631,6500,Liked,392045,39200000
30231338,10,3092854,3100000,49369,49500,2485,2500,392045,400000,6631,6500,92,0,272,10139,10000,Liked,802752,80300000
30231338,10,3036997,3050000,48413,48500,2428,2500,802752,800000,10139,10000,166,0,1037,3634,3500,Liked,190119,19000000
30231338,10,2969215,2950000,47346,47500,2371,2500,190119,200000,3634,3500,32,0,1318,34302,34500,Disliked,5836134,583600000
30231338,10,3035887,3050000,47043,47000,2363,2500,5836134,5850000,34302,34500,2029,2000,1674,10553,10500,Liked,689198,68900000
30231338,10,2982553,3000000,46214,46000,2313,2500,689198,700000,10553,10500,171,0,1062,3269,3500,Liked,162760,16300000
30231338,10,2919891,2900000,45259,45500,2263,2500,162760,150000,3269,3500,39,0,249,1993,2000,Liked,91962,9200000
30231338,10,2858414,2850000,44319,44500,2214,2000,91962,100000,1993,2000,31,0,116,2648,2500,Liked,106803,10700000
30231338,10,2799870,2800000,43432,43500,2168,2000,106803,100000,2648,2500,42,0,197,4598,4500,Liked,227882,22800000
30231338,10,2746286,2750000,42623,42500,2125,2000,227882,250000,4598,4500,77,0,449,3247,3000,Liked,136023,13600000
30231338,10,2693016,2700000,41820,42000,2082,2000,136023,150000,3247,3000,50,0,354,8523,8500,Disliked,860279,86050000
30231338,10,2656361,2650000,41154,41000,2045,2000,860279,850000,8523,8500,234,0,922,2619,2500,Liked,85152,8500000
4623,10,51192,50000,157,0,21,0,102384,100000,314,500,42,0,33,63,0,Disliked,20816,2100000
29653437,24,43158,50000,1332,1500,33,0,86315,100000,2664,2500,66,0,168,47225,47000,Liked,1911901,191200000
29653437,24,666072,650000,16630,16500,295,500,1911901,1900000,47225,47000,818,1000,2826,2027,2000,Liked,44278,4450000
29653437,24,510624,500000,12979,13000,227,0,44278,50000,2027,2000,22,0,106,3683,3500,Liked,119645,11950000
29653437,24,432428,450000,11120,11000,186,0,119645,100000,3683,3500,26,0,163,10463,10500,Liked,588882,58900000
29653437,24,458504,450000,11010,11000,188,0,588882,600000,10463,10500,197,0,714,6296,6500,Disliked,726058,72600000
29653437,24,496726,500000,10337,10500,194,0,726058,750000,6296,6500,226,0,499,5365,5500,Disliked,459436,45950000
29653437,24,492064,500000,9715,9500,188,0,459436,450000,5365,5500,146,0,425,4322,4500,Disliked,363482,36350000
29653437,24,477777,500000,9116,9000,180,0,363482,350000,4322,4500,118,0,319,8804,9000,Disliked,1323531,132350000
29653437,24,562353,550000,9085,9000,208,0,1323531,1300000,8804,9000,459,500,424,4132,4000,Disliked,362440,36250000
29653437,24,544179,550000,8635,8500,205,0,362440,350000,4132,4000,174,0,389,2244,2000,Liked,45341,4550000
29653437,24,502609,500000,8102,8000,190,0,45341,50000,2244,2000,22,0,84,5335,5500,Liked,425118,42500000
29653437,24,496648,500000,7889,8000,183,0,425118,450000,5335,5500,106,0,377,9145,9000,Disliked,1288391,128850000
29653437,24,553201,550000,7979,8000,223,0,1288391,1300000,9145,9000,745,500,717,5172,5000,Liked,454166,45400000
29653437,24,546599,550000,7792,8000,215,0,454166,450000,5172,5000,95,0,260,1806,2000,Liked,55631,5550000
29653437,24,515913,500000,7418,7500,203,0,55631,50000,1806,2000,22,0,58,3234,3000,Liked,91605,9150000
29653437,24,490954,500000,7172,7000,193,0,91605,100000,3234,3000,31,0,196,16911,17000,Disliked,2436772,243700000
29653437,24,599055,600000,7713,7500,214,0,2436772,2450000,16911,17000,575,500,403,3224,3000,Disliked,776549,77650000
29653437,24,608397,600000,7476,7500,208,0,776549,800000,3224,3000,112,0,154,1810,2000,Disliked,104948,10500000
29653437,24,583224,600000,7193,7000,202,0,104948,100000,1810,2000,73,0,66,5027,5000,Disliked,728456,72850000
29653437,24,590140,600000,7090,7000,204,0,728456,750000,5027,5000,257,500,562,5406,5500,Liked,440940,44100000
29653437,24,583358,600000,7013,7000,198,0,440940,450000,5406,5500,70,0,259,5866,6000,Disliked,566668,56650000
29653437,24,582633,600000,6964,7000,199,0,566668,550000,5866,6000,213,0,380,687,500,Disliked,43536,4350000
29653437,24,560170,550000,6702,6500,192,0,43536,50000,687,500,31,0,49,1204,1000,Disliked,118020,11800000
29653437,24,542484,550000,6482,6500,186,0,118020,100000,1204,1000,41,0,70,743,500,Disliked,38890,3900000
29653437,24,523115,500000,6261,6500,179,0,38890,50000,743,500,16,0,42,1087,1000,Disliked,97853,9800000
29653437,24,507365,500000,6070,6000,174,0,97853,100000,1087,1000,34,0,69,16515,16500,Disliked,2839703,283950000
29653437,24,590663,600000,6443,6500,218,0,2839703,2850000,16515,16500,1403,1500,1872,59780,60000,Disliked,8757851,875800000
29653437,24,872290,850000,8282,8500,275,500,8757851,8750000,59780,60000,1888,2000,4371,4069,4000,Liked,409831,41000000
29653437,24,856875,850000,8142,8000,269,500,409831,400000,4069,4000,71,0,309,1318,1500,Disliked,156264,15650000
29653437,24,834274,850000,7921,8000,261,500,156264,150000,1318,1500,35,0,108,1551,1500,Disliked,107932,10800000
29653437,24,811576,800000,7722,7500,254,500,107932,100000,1551,1500,35,0,100,1443,1500,Liked,231929,23200000
29653437,24,794011,800000,7532,7500,247,0,231929,250000,1443,1500,27,0,184,702,500,Liked,80317,8050000
29653437,24,773020,750000,7331,7500,240,0,80317,100000,702,500,13,0,105,2201,2000,Liked,385566,38550000
29653437,10,761950,750000,7185,7000,235,0,385566,400000,2201,2000,41,0,198,9918,10000,Disliked,2973602,297350000
29653437,10,823385,800000,7261,7500,249,0,2973602,2950000,9918,10000,754,1000,1566,963,1000,Disliked,158055,15800000
29653437,10,805403,800000,7090,7000,243,0,158055,150000,963,1000,29,0,186,1044,1000,Disliked,150867,15100000
29653437,10,788178,800000,6931,7000,237,0,150867,150000,1044,1000,32,0,99,2098,2000,Disliked,359427,35950000
29653437,10,777185,800000,6807,7000,233,0,359427,350000,2098,2000,52,0,172,1172,1000,Disliked,188919,18900000
29653437,19,762478,750000,6666,6500,227,0,188919,200000,1172,1000,24,0,81,4568,4500,Liked,599685,59950000
29653437,10,758507,750000,6615,6500,224,0,599685,600000,4568,4500,68,0,361,2276,2500,Disliked,441593,44150000
29653437,10,750962,750000,6512,6500,220,0,441593,450000,2276,2500,68,0,247,1707,1500,Disliked,227061,22700000
29653437,10,738778,750000,6400,6500,216,0,227061,250000,1707,1500,51,0,170,2634,2500,Liked,306436,30650000
29653437,10,728952,750000,6315,6500,212,0,306436,300000,2634,2500,47,0,332,3459,3500,Disliked,559992,56000000
29653437,10,725197,750000,6251,6500,210,0,559992,550000,3459,3500,128,0,485,451,500,Liked,32545,3250000
29653437,10,710140,700000,6125,6000,206,0,32545,50000,451,500,6,0,60,6871,7000,Disliked,938637,93850000
29653437,24,715001,700000,6141,6000,208,0,938637,950000,6871,7000,294,500,774,2989,3000,Disliked,467080,46700000
