SubCount,Category,LikeCount,LikeCountRounded,LikedOrDisliked,ViewCount,ViewCountRounded
1966797,28,38289,38500,Disliked,5779983,578000000
6098600,10,424803,425000,Liked,20612545,2061250000
2588940,26,14497,14500,Liked,337841,33800000
6977550,23,76912,77000,Liked,2428588,242850000
6465610,1,49169,49000,Disliked,2771602,277150000
1477954,24,27150,27000,Liked,537060,53700000
4173369,25,26540,26500,Disliked,1235440,123550000
996,1,503,500,Disliked,55031,5500000
14551360,22,90711,90500,Liked,2378638,237850000
14517725,24,84102,84000,Disliked,3952486,395250000
1382466,1,164900,165000,Liked,4487694,448750000
7762378,1,50896,51000,Disliked,2860040,286000000
6666880,24,58495,58500,Disliked,4647735,464750000
1218754,10,123550,123500,Liked,12223082,1222300000
1498083,1,20111,20000,Disliked,2960914,296100000
31010005,17,629117,629000,Disliked,34755104,3475500000
1218062,26,45712,45500,Disliked,1445263,144550000
2627653,20,121318,121500,Disliked,9761342,976150000
564571,22,4312,4500,Liked,136282,13650000
456141,26,3335,3500,Disliked,104552,10450000
502338,24,21817,22000,Liked,1235985,123600000
750619,23,64147,64000,Liked,2196763,219700000
15106,17,167,0,Disliked,13909,1400000
1235786,27,38410,38500,Disliked,2188210,218800000
639,22,152,0,Disliked,16455,1650000
2059586,10,153777,154000,Disliked,13219573,1321950000
4826602,24,2298,2500,Liked,352489,35250000
461354,10,36512,36500,Disliked,3958769,395900000
4365056,28,80395,80500,Disliked,2937416,293750000
27563408,17,15464,15500,Disliked,1131121,113100000
1092328,10,152200,152000,Liked,18446341,1844650000
762489,24,3525,3500,Disliked,383173,38300000
400692,24,454,500,Disliked,200274,20050000
3381863,26,31407,31500,Liked,1585350,158550000
812504,17,19083,19000,Liked,446595,44650000
1301390,10,177002,177000,Liked,9908118,990800000
3624571,27,22219,22000,Disliked,545210,54500000
783145,17,2007,2000,Disliked,101289,10150000
100750,24,4627,4500,Disliked,737009,73700000
3092718,24,30016,30000,Liked,901755,90200000
1616596,10,231948,232000,Disliked,22651414,2265150000
1214202,22,7896,8000,Disliked,348723,34850000
507725,26,5306,5500,Liked,149648,14950000
628419,26,197397,197500,Liked,8268456,826850000
8817986,26,36488,36500,Disliked,1463803,146400000
9521230,1,33447,33500,Disliked,1716826,171700000
2885230,24,55719,55500,Disliked,1946032,194600000
2371450,25,4298,4500,Disliked,209930,21000000
13404116,24,93446,93500,Disliked,5115871,511600000
391208,24,29626,29500,Disliked,8768099,876800000
752525,22,11551,11500,Liked,250833,25100000
3730257,26,35040,35000,Liked,999019,99900000
2208266,23,20526,20500,Liked,875177,87500000
16338242,22,150421,150500,Liked,10056864,1005700000
479057,26,2589,2500,Disliked,94174,9400000
3015144,24,3551,3500,Disliked,929831,93000000
684625,20,32920,33000,Disliked,728757,72900000
549838,22,2932,3000,Liked,60925,6100000
815891,17,2286,2500,Liked,92133,9200000
1279315,22,39767,40000,Disliked,2062524,206250000
763513,26,4290,4500,Disliked,157560,15750000
2628332,25,510,500,Disliked,148728,14850000
860945,22,6289,6500,Liked,114052,11400000
221707,25,333,500,Disliked,30451,3050000
6463714,24,3304,3500,Disliked,248018,24800000
10020888,26,29272,29500,Liked,864061,86400000
1008191,22,7528,7500,Liked,215432,21550000
128259,25,21785,22000,Liked,1574630,157450000
12879088,10,31024,31000,Disliked,5926175,592600000
2987258,22,12566,12500,Liked,223639,22350000
1195384,1,8400,8500,Disliked,868431,86850000
1263959,27,23205,23000,Liked,519778,52000000
238,22,11641,11500,Liked,678384,67850000
2718240,24,75926,76000,Liked,2408694,240850000
641166,26,29620,29500,Liked,700875,70100000
3222527,17,1979,2000,Disliked,253618,25350000
261241,1,7146,7000,Disliked,177186,17700000
102647,24,8497,8500,Disliked,743261,74350000
1474164,26,4615,4500,Liked,159978,16000000
1239584,20,1319,1500,Disliked,54505,5450000
6572726,22,233018,233000,Liked,2614349,261450000
4088002,20,8112,8000,Disliked,754473,75450000
11096485,10,204855,205000,Disliked,13640734,1364050000
3478917,24,299244,299000,Disliked,18458760,1845900000
26304,22,5680,5500,Liked,385914,38600000
344703,27,21494,21500,Liked,736427,73650000
605948,26,11901,12000,Liked,230740,23050000
2715166,10,24702,24500,Liked,852042,85200000
854386,24,31336,31500,Liked,365613,36550000
131,10,1438,1500,Disliked,200751,20100000
7392501,26,101340,101500,Liked,2680919,268100000
1660755,26,20046,20000,Liked,399839,40000000
596535,26,3093,3000,Liked,83478,8350000
5365062,24,105872,106000,Disliked,4491678,449150000
420650,26,2787,3000,Liked,66511,6650000
364236,26,1179,1000,Liked,28817,2900000
833108,20,20044,20000,Liked,571835,57200000
31872,24,3091,3000,Disliked,280584,28050000
273121,20,5550,5500,Liked,193960,19400000
7811665,26,78769,79000,Liked,2897458,289750000
3867561,26,8150,8000,Liked,299064,29900000
48839,10,8474,8500,Liked,224233,22400000
7092169,20,193292,193500,Disliked,6916212,691600000
2547361,17,7100,7000,Disliked,802633,80250000
634434,24,3813,4000,Liked,68898,6900000
646306,24,6943,7000,Liked,105345,10550000
688779,17,8377,8500,Liked,578760,57900000
6114434,24,16103,16000,Disliked,874048,87400000
966221,25,7987,8000,Disliked,1819782,182000000
66578,20,3988,4000,Disliked,276431,27650000
205,2,4187,4000,Disliked,739581,73950000
1424326,24,25226,25000,Disliked,1117275,111750000
26147356,24,25445,25500,Disliked,3940165,394000000
7335611,26,246309,246500,Disliked,9253864,925400000
1609898,17,8273,8500,Liked,276784,27700000
1374906,1,5725,5500,Disliked,439259,43950000
3284733,17,48549,48500,Liked,1040989,104100000
13912,17,413,500,Disliked,50825,5100000
1875648,28,13841,14000,Disliked,385145,38500000
2882656,24,29122,29000,Disliked,2197498,219750000
2037474,24,105465,105500,Liked,7179247,717900000
1854404,24,14322,14500,Liked,1481139,148100000
0,10,32699,32500,Disliked,3138872,313900000
1637846,10,2267,2500,Disliked,54056,5400000
2299,29,288,500,Disliked,154269,15450000
3060,24,852,1000,Disliked,209323,20950000
5473553,24,177459,177500,Disliked,3700031,370000000
2394947,15,13696,13500,Disliked,1642100,164200000
2918,17,68,0,Disliked,7030,700000
3101200,28,15492,15500,Disliked,617942,61800000
1940400,10,139473,139500,Liked,3921185,392100000
6531223,10,5343091,5343000,Disliked,940491079,94049100000
91901,17,9737,9500,Disliked,1025432,102550000
680411,22,20564,20500,Liked,623656,62350000
14441,10,548,500,Disliked,258586,25850000
1118867,26,23777,24000,Disliked,519599,51950000
2655253,23,75140,75000,Disliked,1456793,145700000
4594633,17,873,1000,Disliked,136311,13650000
67166,17,186,0,Disliked,31629,3150000
7970520,28,39493,39500,Disliked,2036699,203650000
1625371,22,28136,28000,Liked,910356,91050000
889855,10,15000,15000,Disliked,1646609,164650000
1063363,1,13860,14000,Disliked,1559594,155950000
1877617,22,13166,13000,Liked,269666,26950000
10539216,10,383483,383500,Disliked,14794103,1479400000
5102389,22,215191,215000,Liked,7736503,773650000
3446,22,17861,18000,Disliked,1047729,104750000
13693824,23,60286,60500,Disliked,2918923,291900000
0,25,4062,4000,Disliked,1107939,110800000
1617204,10,103404,103500,Disliked,20218156,2021800000
314572,26,4615,4500,Disliked,152345,15250000
2448251,10,218351,218500,Disliked,17651515,1765150000
38,23,17,0,Disliked,2904,300000
1424798,1,19108,19000,Liked,138580,13850000
3176841,26,18953,19000,Liked,419635,41950000
2548137,10,26198,26000,Liked,458896,45900000
2776689,24,55325,55500,Disliked,3757622,375750000
2455409,26,246414,246500,Liked,4763841,476400000
182595,24,7518,7500,Disliked,572937,57300000
6087147,28,24785,25000,Disliked,1075564,107550000
35129,17,818,1000,Disliked,86628,8650000
4744743,15,9111,9000,Liked,377756,37800000
1463306,22,6870,7000,Disliked,224746,22450000
194010,10,28385,28500,Disliked,3209293,320950000
4098187,24,51909,52000,Liked,1015781,101600000
424491,26,3041,3000,Disliked,97892,9800000
60169,2,88454,88500,Disliked,3440314,344050000
2168214,26,4364,4500,Liked,116992,11700000
2283074,24,4947,5000,Disliked,607922,60800000
926764,24,52504,52500,Liked,2230213,223000000
1790753,26,10987,11000,Disliked,323592,32350000
2394495,26,22276,22500,Liked,571762,57200000
1426389,10,34321,34500,Disliked,3122620,312250000
81804,10,8513,8500,Disliked,894840,89500000
2569552,26,43126,43000,Liked,1078773,107900000
1074295,10,68100,68000,Disliked,7507393,750750000
3130221,20,88079,88000,Liked,1373149,137300000
21406973,22,10632,10500,Disliked,1379299,137950000
3155615,25,1055,1000,Disliked,82908,8300000
1933541,26,30363,30500,Liked,783262,78350000
5962646,23,175082,175000,Liked,16319816,1632000000
16891687,23,74935,75000,Liked,2409500,240950000
3861489,10,260258,260500,Disliked,18490396,1849050000
6055,28,25149,25000,Disliked,2753571,275350000
864818,17,2181,2000,Disliked,223248,22300000
17573586,24,412903,413000,Disliked,7858177,785800000
6977558,23,76912,77000,Liked,2428588,242850000
4170176,23,228557,228500,Liked,6126346,612650000
10840233,15,70642,70500,Liked,5378760,537900000
812505,17,14873,15000,Disliked,704666,70450000
0,28,83658,83500,Disliked,8487239,848700000
6098600,10,424803,425000,Liked,20612546,2061250000
877465,26,16491,16500,Disliked,449199,44900000
1474164,26,7366,7500,Disliked,234162,23400000
1966798,28,38289,38500,Disliked,5779983,578000000
1498088,1,20111,20000,Disliked,2960914,296100000
12251993,23,3898,4000,Disliked,695923,69600000
996,1,503,500,Disliked,55031,5500000
2549803,10,264435,264500,Disliked,25098223,2509800000
467196,26,4242,4000,Disliked,130652,13050000
2180066,24,28955,29000,Disliked,806459,80650000
461354,10,36512,36500,Disliked,3958769,395900000
3668895,26,14268,14500,Disliked,530963,53100000
121199,10,26372,26500,Liked,995908,99600000
2011742,22,4679,4500,Liked,155939,15600000
1840589,26,5889,6000,Liked,148189,14800000
4173375,25,26540,26500,Disliked,1235440,123550000
6465611,1,49169,49000,Disliked,2771602,277150000
230857,22,2708,2500,Liked,30222,3000000
14517743,24,84102,84000,Disliked,3952486,395250000
2059588,10,153777,154000,Disliked,13219573,1321950000
1477952,24,27150,27000,Liked,537060,53700000
6666882,24,58495,58500,Disliked,4647735,464750000
7762378,1,50897,51000,Disliked,2860040,286000000
8136513,1,441710,441500,Disliked,43709265,4370950000
2627655,20,121319,121500,Disliked,9761342,976150000
4365056,28,80395,80500,Disliked,2937416,293750000
14551365,22,90711,90500,Liked,2378638,237850000
1382468,1,164900,165000,Liked,4487694,448750000
750621,23,64147,64000,Liked,2196763,219700000
456140,26,3335,3500,Disliked,104552,10450000
1239586,20,9594,9500,Liked,520479,52050000
1131469,10,67716,67500,Disliked,2685295,268550000
1218755,10,123550,123500,Liked,12223087,1222300000
4826606,24,2298,2500,Liked,352489,35250000
100750,24,4627,4500,Disliked,737009,73700000
1880308,26,5553,5500,Liked,137567,13750000
159161,24,3115,3000,Liked,306502,30650000
2588938,26,14497,14500,Liked,337841,33800000
564570,22,4312,4500,Liked,136282,13650000
1218063,26,45712,45500,Disliked,1445263,144550000
31010025,17,629117,629000,Disliked,34755109,3475500000
502338,24,21817,22000,Liked,1235985,123600000
4088006,20,8310,8500,Disliked,792931,79300000
1092328,10,152200,152000,Liked,18446341,1844650000
2521788,20,664,500,Disliked,32573,3250000
639,22,152,0,Disliked,16455,1650000
1235791,27,38410,38500,Disliked,2188210,218800000
400692,24,454,500,Disliked,200274,20050000
783144,17,2007,2000,Disliked,101289,10150000
827412,1,25554,25500,Disliked,9793589,979350000
1616596,10,231948,232000,Disliked,22651414,2265150000
2426755,26,1899,2000,Liked,33304,3350000
3624571,27,22219,22000,Disliked,545210,54500000
1301390,10,177002,177000,Liked,9908119,990800000
3381867,26,31407,31500,Liked,1585350,158550000
27563416,17,15464,15500,Disliked,1131121,113100000
3092719,24,30016,30000,Liked,901755,90200000
762491,24,3525,3500,Disliked,383173,38300000
15106,17,167,0,Disliked,13909,1400000
1214202,22,7896,8000,Disliked,348723,34850000
148391,20,276,500,Disliked,134229,13400000
221707,25,333,500,Disliked,30451,3050000
628419,26,197397,197500,Liked,8268456,826850000
8817985,26,36488,36500,Disliked,1463803,146400000
724515,20,671,500,Disliked,64872,6500000
9521229,1,33447,33500,Disliked,1716826,171700000
5353,22,75,0,Disliked,38103,3800000
13404118,24,93446,93500,Disliked,5115872,511600000
752524,22,11551,11500,Liked,250833,25100000
507725,26,5306,5500,Liked,149648,14950000
2885230,24,55719,55500,Disliked,1946032,194600000
0,10,444,500,Liked,75234,7500000
391208,24,29626,29500,Disliked,8768099,876800000
3730256,26,35040,35000,Liked,999019,99900000
26695,1,748,500,Disliked,275995,27600000
941085,20,866,1000,Disliked,57561,5750000
3015145,24,3551,3500,Disliked,929831,93000000
1279316,22,39767,40000,Disliked,2062524,206250000
2208265,23,20526,20500,Liked,875177,87500000
905195,24,202,0,Disliked,128564,12850000
16338248,22,150421,150500,Liked,10056864,1005700000
2316,25,467,500,Disliked,172581,17250000
11096498,10,204855,205000,Disliked,13640734,1364050000
860946,22,6289,6500,Liked,114052,11400000
2371453,25,4298,4500,Disliked,209930,21000000
2628333,25,510,500,Disliked,148728,14850000
12879107,10,31024,31000,Disliked,5926175,592600000
10020899,26,29272,29500,Liked,864061,86400000
128259,25,21785,22000,Liked,1574630,157450000
1008189,22,7528,7500,Liked,215432,21550000
641166,26,29621,29500,Liked,700875,70100000
1195383,1,8400,8500,Disliked,868431,86850000
3222536,17,1979,2000,Disliked,253618,25350000
2987257,22,12566,12500,Liked,223639,22350000
556,15,554,500,Disliked,62997,6300000
479057,26,2589,2500,Disliked,94174,9400000
3478921,24,299244,299000,Disliked,18458762,1845900000
1263958,27,23205,23000,Liked,519778,52000000
549842,22,2932,3000,Liked,60925,6100000
238,22,11641,11500,Liked,678384,67850000
364237,26,1179,1000,Liked,28817,2900000
815892,17,2286,2500,Liked,92133,9200000
2718242,24,75927,76000,Liked,2408695,240850000
763513,26,4290,4500,Disliked,157560,15750000
261241,1,7146,7000,Disliked,177186,17700000
6463717,24,3304,3500,Disliked,248018,24800000
6572727,22,233019,233000,Liked,2614349,261450000
34,10,635,500,Liked,125115,12500000
102648,24,8497,8500,Disliked,743262,74350000
833106,20,20044,20000,Liked,571835,57200000
344703,27,21494,21500,Liked,736429,73650000
2715178,10,24702,24500,Liked,852044,85200000
605951,26,11901,12000,Liked,230741,23050000
66578,20,25333,25500,Liked,1176495,117650000
854386,24,31336,31500,Liked,365613,36550000
1637847,10,2267,2500,Disliked,54056,5400000
131,10,1438,1500,Disliked,200751,20100000
56,10,306,500,Liked,39281,3950000
1660758,26,20046,20000,Liked,399839,40000000
273121,20,5550,5500,Liked,193960,19400000
596536,26,3093,3000,Liked,83478,8350000
7392518,26,101340,101500,Liked,2680919,268100000
5365135,24,105877,106000,Disliked,4491711,449150000
2574,1,53,0,Disliked,18844,1900000
3867557,26,8150,8000,Liked,299064,29900000
7811689,26,78769,79000,Liked,2897459,289750000
420651,26,2787,3000,Liked,66511,6650000
48645,17,209,0,Liked,57171,5700000
7092181,20,193292,193500,Disliked,6916217,691600000
634433,24,3813,4000,Liked,68898,6900000
2547369,17,7100,7000,Disliked,802633,80250000
646307,24,6943,7000,Liked,105345,10550000
64,20,288,500,Liked,31050,3100000
966226,25,7987,8000,Disliked,1819782,182000000
688783,17,8377,8500,Liked,578760,57900000
330735,23,11208,11000,Disliked,1051652,105150000
48839,10,8474,8500,Liked,224233,22400000
0,17,325,500,Liked,43249,4300000
6114435,24,16103,16000,Disliked,874048,87400000
205,2,4187,4000,Disliked,739581,73950000
1424327,24,25226,25000,Disliked,1117275,111750000
7335688,26,246309,246500,Disliked,9253879,925400000
0,10,32699,32500,Disliked,3138883,313900000
1609902,17,8273,8500,Liked,276784,27700000
91901,17,9737,9500,Disliked,1025437,102550000
13912,17,413,500,Disliked,50825,5100000
2882663,24,29122,29000,Disliked,2197499,219750000
1374909,1,5725,5500,Disliked,439259,43950000
1875651,28,13841,14000,Disliked,385145,38500000
1854407,24,14323,14500,Liked,1481141,148100000
2037490,24,105465,105500,Liked,7179276,717950000
6531224,10,5343102,5343000,Disliked,940491854,94049200000
3284738,17,48549,48500,Liked,1040989,104100000
31872,24,48,0,Disliked,3005,300000
2394956,15,13696,13500,Disliked,1642100,164200000
5473580,24,177460,177500,Disliked,3700037,370000000
2918,17,68,0,Disliked,7030,700000
3101213,28,15492,15500,Disliked,617943,61800000
3060,24,852,1000,Disliked,209325,20950000
14441,10,548,500,Disliked,258586,25850000
1940401,10,139474,139500,Liked,3921195,392100000
680413,22,20564,20500,Liked,623656,62350000
1625371,22,28136,28000,Liked,910357,91050000
2299,29,288,500,Disliked,154269,15450000
4594654,17,873,1000,Disliked,136311,13650000
1063363,1,13860,14000,Disliked,1559595,155950000
67166,17,186,0,Disliked,31629,3150000
1069352,25,843,1000,Disliked,53271,5350000
1118868,26,23777,24000,Disliked,519599,51950000
5102421,22,215192,215000,Liked,7736515,773650000
3418865,10,1307084,1307000,Disliked,202658969,20265900000
2655251,23,75140,75000,Disliked,1456793,145700000
2448254,10,218352,218500,Disliked,17651534,1765150000
7970532,28,39493,39500,Disliked,2036704,203650000
10539217,10,383483,383500,Disliked,14794124,1479400000
3446,22,17861,18000,Disliked,1047729,104750000
2548146,10,26198,26000,Liked,458896,45900000
2776694,24,55325,55500,Disliked,3757623,375750000
136941,25,2958,3000,Disliked,1184019,118400000
5630900,24,90496,90500,Disliked,7037414,703750000
2283090,24,54449,54500,Disliked,4460701,446050000
2588938,26,13467,13500,Liked,302094,30200000
564570,22,10141,10000,Liked,260174,26000000
508179,1,3489,3500,Disliked,883471,88350000
19777591,10,2109358,2109500,Disliked,530092864,53009300000
7005509,10,124326,124500,Disliked,8400369,840050000
4872665,10,16337,16500,Disliked,1577657,157750000
7107478,23,128607,128500,Liked,4748555,474850000
2580723,22,12447,12500,Disliked,345306,34550000
13318497,10,841024,841000,Liked,13975954,1397600000
2628349,25,451,500,Disliked,95089,9500000
3861490,10,260259,260500,Disliked,18490430,1849050000
2949844,1,65258,65500,Liked,3219636,321950000
1863903,22,87036,87000,Disliked,6404662,640450000
5962666,23,175082,175000,Liked,16319819,1632000000
5102421,22,225679,225500,Liked,8859757,886000000
1877616,22,10971,11000,Liked,246829,24700000
4849270,22,31460,31500,Disliked,1418435,141850000
2168212,26,6160,6000,Liked,192130,19200000
864819,17,2181,2000,Disliked,223248,22300000
2394502,26,49877,50000,Liked,1877256,187750000
1301392,10,129703,129500,Liked,6867086,686700000
507726,26,5456,5500,Liked,137684,13750000
812510,17,14873,15000,Disliked,704667,70450000
778393,22,8582,8500,Disliked,363230,36300000
1424327,24,15349,15500,Disliked,569499,56950000
596537,26,3682,3500,Disliked,112504,11250000
13693831,23,53505,53500,Liked,2525058,252500000
