SubCount,Category,LikeCount,LikeCountRounded,LikedOrDisliked,ViewCount,ViewCountRounded
192677,10,111843,112000,Liked,4500809,450100000
4244,23,2107,2000,Liked,160974,16100000
749290,22,41131,41000,Liked,960911,96100000
2627662,20,121321,121500,Disliked,9761367,976150000
240679,10,106827,107000,Liked,3354671,335450000
3668893,26,14268,14500,Disliked,530963,53100000
461353,10,36513,36500,Disliked,3958778,395900000
4601888,22,54943,55000,Liked,2026711,202650000
549844,22,3196,3000,Liked,61314,6150000
369212,26,1086,1000,Disliked,161084,16100000
1239622,20,9594,9500,Liked,520479,52050000
8136510,1,441713,441500,Disliked,43709417,4370950000
1966809,28,38289,38500,Disliked,5779983,578000000
326028,20,7935,8000,Disliked,343624,34350000
17573510,24,412903,413000,Disliked,7858185,785800000
94137,24,653,500,Disliked,335286,33550000
2378734,10,167250,167500,Liked,4664172,466400000
1477949,24,27150,27000,Liked,537061,53700000
7762390,1,50897,51000,Disliked,2860044,286000000
143634,24,2542,2500,Disliked,546807,54700000
31010094,17,629119,629000,Disliked,34755151,3475500000
877466,26,16491,16500,Disliked,449199,44900000
996,1,503,500,Disliked,55031,5500000
115108,24,6014,6000,Liked,197377,19750000
4173400,25,26540,26500,Disliked,1235445,123550000
414,24,857,1000,Liked,132350,13250000
1131475,10,67716,67500,Disliked,2685295,268550000
4365063,28,80394,80500,Disliked,2937423,293750000
6465619,1,49169,49000,Disliked,2771604,277150000
1660757,26,17858,18000,Liked,360999,36100000
6666932,24,58495,58500,Disliked,4647739,464750000
4088041,20,8310,8500,Disliked,792934,79300000
2569555,26,11177,11000,Liked,205883,20600000
827419,1,25554,25500,Disliked,9793598,979350000
1092338,10,152201,152000,Liked,18446389,1844650000
100750,24,4627,4500,Disliked,737009,73700000
750624,23,64147,64000,Liked,2196763,219700000
3019330,10,42979,43000,Disliked,3200793,320100000
941093,20,862,1000,Disliked,62109,6200000
450465,10,5372,5500,Disliked,564476,56450000
1616596,10,231950,232000,Disliked,22651450,2265150000
1382474,1,164901,165000,Liked,4487696,448750000
1277020,26,5339,5500,Liked,139464,13950000
858,2,1692,1500,Disliked,1157217,115700000
689079,10,86075,86000,Liked,7413539,741350000
1218760,10,123550,123500,Liked,12223121,1222300000
6412917,1,171315,171500,Disliked,4603894,460400000
467198,26,4242,4000,Disliked,130652,13050000
456142,26,3335,3500,Disliked,104552,10450000
502338,24,21817,22000,Liked,1235987,123600000
1218063,26,45712,45500,Disliked,1445264,144550000
230859,22,2708,2500,Liked,30222,3000000
485790,10,745,500,Disliked,144951,14500000
1880312,26,5553,5500,Liked,137568,13750000
4826618,24,2298,2500,Liked,352491,35250000
400695,24,454,500,Disliked,200277,20050000
1235802,27,38410,38500,Disliked,2188217,218800000
639,22,152,0,Disliked,16455,1650000
2521792,20,664,500,Disliked,32573,3250000
628421,26,197398,197500,Liked,8268470,826850000
0,10,444,500,Liked,75234,7500000
3624584,27,22219,22000,Disliked,545211,54500000
3092720,24,30016,30000,Liked,901755,90200000
3478929,24,299244,299000,Disliked,18458775,1845900000
2426755,26,1899,2000,Liked,33304,3350000
15106,17,167,0,Disliked,13909,1400000
13404498,24,93446,93500,Disliked,5115883,511600000
8817979,26,36488,36500,Disliked,1463803,146400000
641167,26,29622,29500,Liked,700878,70100000
2316,25,467,500,Disliked,172581,17250000
221710,25,333,500,Disliked,30451,3050000
9521240,1,33447,33500,Disliked,1716826,171700000
724527,20,671,500,Disliked,64872,6500000
148393,20,276,500,Disliked,134229,13400000
6986047,10,3282551,3282500,Disliked,754990491,75499050000
11986363,10,1330900,1331000,Liked,93882100,9388200000
16891714,23,56634,56500,Liked,2730643,273050000
4088529,10,496082,496000,Liked,46248174,4624800000
1294365,24,1089,1000,Disliked,694343,69450000
11730888,10,792433,792500,Liked,105828315,10582850000
64157,1,5408,5500,Disliked,4041318,404150000
762499,24,7751,8000,Disliked,2362420,236250000
8450356,10,1742500,1742500,Disliked,194538003,19453800000
28930,10,17909,18000,Disliked,1425895,142600000
13318515,10,5637541,5637500,Disliked,401637097,40163700000
6250840,10,72327,72500,Liked,4122039,412200000
720229,17,5689,5500,Liked,539040,53900000
366,23,57,0,Disliked,15488,1550000
251843,1,23889,24000,Disliked,1362905,136300000
3222561,17,7584,7500,Disliked,1178443,117850000
2547377,17,3476,3500,Disliked,596542,59650000
7550,10,5223,5000,Liked,179225,17900000
136941,25,2958,3000,Disliked,1184019,118400000
365077,1,19976,20000,Disliked,1181604,118150000
545467,23,3301,3500,Disliked,376706,37650000
375064,10,5340,5500,Disliked,473169,47300000
3101214,28,26880,27000,Disliked,1491660,149150000
2011739,22,4729,4500,Disliked,190898,19100000
14551364,22,148405,148500,Disliked,2533865,253400000
3426,24,1934,2000,Disliked,288745,28850000
3097657,24,17590,17500,Disliked,1874152,187400000
6521539,28,2123,2000,Disliked,160131,16000000
4098186,24,58972,59000,Liked,1020490,102050000
631452,17,1081,1000,Disliked,137467,13750000
191550,24,6099,6000,Disliked,388732,38850000
18874,22,6228,6000,Disliked,105536,10550000
55074,10,965,1000,Disliked,193122,19300000
2283092,24,54449,54500,Disliked,4460701,446050000
5630902,24,90496,90500,Disliked,7037421,703750000
3155680,25,70516,70500,Disliked,6144518,614450000
5473586,24,105244,105000,Liked,3028792,302900000
19777591,10,2109360,2109500,Disliked,530093161,53009300000
27720,17,113,0,Disliked,21894,2200000
9830,17,244,0,Disliked,26177,2600000
783144,17,1707,1500,Disliked,75531,7550000
267206,1,458,500,Disliked,119294,11950000
552052,20,6294,6500,Disliked,391167,39100000
481292,17,1099,1000,Disliked,219631,21950000
1301394,10,129703,129500,Liked,6867091,686700000
2043200,22,5614,5500,Liked,88956,8900000
7005509,10,124326,124500,Disliked,8400371,840050000
2476,10,5254,5500,Disliked,379363,37950000
10055064,26,167669,167500,Liked,4143019,414300000
10513604,24,57281,57500,Disliked,2458609,245850000
508179,1,3489,3500,Disliked,883471,88350000
2588937,26,13467,13500,Liked,302094,30200000
10020918,26,31031,31000,Liked,1000687,100050000
73799,17,178,0,Disliked,32386,3250000
864821,17,313,500,Disliked,283471,28350000
2208268,23,18687,18500,Disliked,1411602,141150000
4872671,10,16337,16500,Disliked,1577657,157750000
51467,17,216,0,Disliked,457687,45750000
1239626,20,1706,1500,Disliked,89110,8900000
2949844,1,65258,65500,Liked,3219637,321950000
27563487,17,4080,4000,Disliked,231551,23150000
502338,24,8027,8000,Liked,314785,31500000
2221819,25,808,1000,Disliked,251049,25100000
3125400,22,14203,14000,Disliked,286612,28650000
1424327,24,15349,15500,Disliked,569499,56950000
1214203,22,3308,3500,Disliked,106015,10600000
564570,22,10141,10000,Liked,260174,26000000
340193,17,1145,1000,Disliked,189824,19000000
7107485,23,128607,128500,Liked,4748558,474850000
4849275,22,31460,31500,Disliked,1418436,141850000
285025,17,420,500,Disliked,51199,5100000
2580726,22,12447,12500,Disliked,345306,34550000
3861490,10,260259,260500,Disliked,18490443,1849050000
422080,24,15262,15500,Disliked,736442,73650000
815892,17,2092,2000,Disliked,60064,6000000
2952316,1,9315,9500,Disliked,4095242,409500000
35424,17,166,0,Disliked,12829,1300000
5102434,22,225679,225500,Liked,8859771,886000000
5962672,23,175082,175000,Liked,16319823,1632000000
1059,10,838,1000,Liked,200564,20050000
14517803,24,23088,23000,Liked,1084640,108450000
2628356,25,451,500,Disliked,95089,9500000
327,10,1967,2000,Liked,185808,18600000
2394505,26,49877,50000,Liked,1877256,187750000
5442,23,698,500,Liked,97378,9750000
2168212,26,6160,6000,Liked,192130,19200000
12868593,1,512,500,Liked,141370,14150000
1424800,1,14128,14000,Liked,106450,10650000
2906734,22,18496,18500,Disliked,427675,42750000
159161,24,3115,3000,Liked,306502,30650000
2850498,10,772184,772000,Disliked,212459396,21245950000
2553932,24,33654,33500,Liked,855020,85500000
605958,26,12655,12500,Liked,290059,29000000
13693831,23,53505,53500,Liked,2525059,252500000
3324704,28,10273,10500,Disliked,731254,73150000
778395,22,8582,8500,Disliked,363233,36300000
592236,22,3211,3000,Liked,66055,6600000
812510,17,14873,15000,Disliked,704668,70450000
1863907,22,87036,87000,Disliked,6404667,640450000
507726,26,5456,5500,Liked,137684,13750000
12252019,23,3898,4000,Disliked,695923,69600000
596539,26,3682,3500,Disliked,112504,11250000
2987257,22,16913,17000,Liked,198367,19850000
2485,1,839,1000,Liked,86588,8650000
6281133,28,41852,42000,Liked,951799,95200000
2681399,22,99655,99500,Liked,2055243,205500000
110,22,8,0,Disliked,7967,800000
2549803,10,264437,264500,Disliked,25098341,2509850000
420652,26,3154,3000,Liked,78988,7900000
479060,26,2564,2500,Disliked,105686,10550000
121199,10,26372,26500,Liked,995910,99600000
326028,20,7935,8000,Disliked,343624,34350000
2180072,24,28955,29000,Disliked,806459,80650000
256353,22,9532,9500,Liked,142484,14250000
4170184,23,228557,228500,Liked,6126351,612650000
6055,28,25149,25000,Disliked,2753571,275350000
6098600,10,424803,425000,Liked,20612580,2061250000
5002665,24,137305,137500,Disliked,6620299,662050000
1848049,10,31152,31000,Liked,658441,65850000
854747,22,8868,9000,Disliked,534251,53450000
6040971,26,21843,22000,Disliked,716694,71650000
1498102,1,20111,20000,Disliked,2960917,296100000
3860972,25,381,500,Disliked,53388,5350000
2059596,10,153777,154000,Disliked,13219574,1321950000
192677,10,111843,112000,Liked,4500809,450100000
4184625,26,35594,35500,Liked,957478,95750000
6977563,23,76914,77000,Liked,2428591,242850000
10840290,15,70642,70500,Liked,5378768,537900000
3381897,26,35452,35500,Disliked,1839661,183950000
1474167,26,7366,7500,Disliked,234162,23400000
749291,22,41131,41000,Liked,960911,96100000
808536,26,8654,8500,Disliked,540422,54050000
1966810,28,38289,38500,Disliked,5779983,578000000
4244,23,2107,2000,Liked,160974,16100000
1877614,22,10971,11000,Liked,246829,24700000
17573503,24,412903,413000,Disliked,7858185,785800000
2627664,20,121321,121500,Disliked,9761367,976150000
461353,10,36513,36500,Disliked,3958778,395900000
240679,10,106827,107000,Liked,3354671,335450000
48061,1,1818,2000,Liked,297673,29750000
4601888,22,54943,55000,Liked,2026711,202650000
549845,22,3196,3000,Liked,61314,6150000
3668893,26,14268,14500,Disliked,530963,53100000
8136509,1,441714,441500,Disliked,43709446,4370950000
369213,26,1086,1000,Disliked,161084,16100000
2378735,10,167250,167500,Liked,4664172,466400000
6465620,1,49169,49000,Disliked,2771604,277150000
94137,24,653,500,Disliked,335286,33550000
6666934,24,58495,58500,Disliked,4647739,464750000
3019330,10,42979,43000,Disliked,3200793,320100000
1092338,10,152201,152000,Liked,18446389,1844650000
115108,24,6014,6000,Liked,197377,19750000
1616596,10,231950,232000,Disliked,22651450,2265150000
1840589,26,5889,6000,Liked,148189,14800000
4365062,28,80394,80500,Disliked,2937423,293750000
827419,1,25554,25500,Disliked,9793598,979350000
996,1,503,500,Disliked,55031,5500000
4173401,25,26540,26500,Disliked,1235445,123550000
7762388,1,50897,51000,Disliked,2860044,286000000
750624,23,64147,64000,Liked,2196763,219700000
414,24,857,1000,Liked,132350,13250000
877467,26,16491,16500,Disliked,449199,44900000
6412922,1,171315,171500,Disliked,4603894,460400000
858,2,1692,1500,Disliked,1157217,115700000
1277020,26,5339,5500,Liked,139468,13950000
1131475,10,67716,67500,Disliked,2685295,268550000
689079,10,86075,86000,Liked,7413543,741350000
1660757,26,17858,18000,Liked,360999,36100000
4088042,20,8310,8500,Disliked,792934,79300000
1218760,10,123550,123500,Liked,12223121,1222300000
1477948,24,27150,27000,Liked,537061,53700000
100750,24,4627,4500,Disliked,737009,73700000
143634,24,2542,2500,Disliked,546808,54700000
31010100,17,629119,629000,Disliked,34755151,3475500000
2569555,26,11177,11000,Liked,205883,20600000
400695,24,454,500,Disliked,200277,20050000
456142,26,3335,3500,Disliked,104552,10450000
467198,26,4242,4000,Disliked,130652,13050000
941093,20,862,1000,Disliked,62109,6200000
1235802,27,38410,38500,Disliked,2188217,218800000
230859,22,2708,2500,Liked,30222,3000000
1382474,1,164901,165000,Liked,4487696,448750000
485790,10,745,500,Disliked,144951,14500000
1218064,26,45712,45500,Disliked,1445264,144550000
450465,10,5372,5500,Disliked,564477,56450000
1880312,26,5553,5500,Liked,137568,13750000
3092720,24,30016,30000,Liked,901755,90200000
4826618,24,2298,2500,Liked,352491,35250000
5418857,24,103055,103000,Disliked,17487851,1748800000
1863907,22,140461,140500,Disliked,8721403,872150000
4041647,24,185753,186000,Liked,11205766,1120600000
646307,24,5720,5500,Liked,145000,14500000
1877614,22,9764,10000,Disliked,221275,22150000
2931455,24,25998,26000,Disliked,1568282,156850000
2588937,26,10128,10000,Liked,243257,24350000
12252020,23,35484,35500,Disliked,1734238,173400000
6666935,24,143889,144000,Disliked,11108466,1110850000
1777756,24,8870,9000,Disliked,1405817,140600000
467198,26,3940,4000,Disliked,122264,12250000
12090110,26,84502,84500,Liked,1780187,178000000
549756,17,513,500,Disliked,50298,5050000
27563490,17,12865,13000,Liked,649811,65000000
28930,10,17909,18000,Disliked,1425895,142600000
6986048,10,3282555,3282500,Disliked,754990491,75499050000
24916,24,13963,14000,Disliked,1862811,186300000
798731,24,15651,15500,Liked,647588,64750000
4173401,25,19516,19500,Disliked,864611,86450000
5630899,24,58986,59000,Disliked,3798027,379800000
10639066,10,450911,451000,Liked,31526685,3152650000
11986364,10,1330900,1331000,Liked,93882127,9388200000
4088529,10,496082,496000,Liked,46248182,4624800000
362104,22,22084,22000,Liked,435205,43500000
64157,1,5408,5500,Disliked,4041318,404150000
596539,26,4679,4500,Disliked,227870,22800000
1294365,24,1089,1000,Disliked,694343,69450000
11730888,10,792433,792500,Liked,105828315,10582850000
6250841,10,72327,72500,Liked,4122039,412200000
267649,17,682,500,Disliked,44713,4450000
13404498,24,99541,99500,Liked,3936308,393650000
387708,25,293,500,Disliked,118810,11900000
2283092,24,5869,6000,Disliked,320156,32000000
720229,17,5689,5500,Liked,539040,53900000
1424327,24,11495,11500,Disliked,329965,33000000
1498476,22,35050,35000,Disliked,1137557,113750000
8450356,10,1742501,1742500,Disliked,194538043,19453800000
1184858,22,7616,7500,Liked,231540,23150000
507726,26,4126,4000,Liked,104638,10450000
3730265,26,51933,52000,Liked,1359105,135900000
1360,17,589,500,Disliked,63631,6350000
375064,10,5340,5500,Disliked,473169,47300000
5520617,20,104141,104000,Disliked,4209624,420950000
1842922,22,30990,31000,Liked,394741,39450000
347,20,5676,5500,Disliked,558899,55900000
390260,22,20130,20000,Disliked,1457513,145750000
13318518,10,5637544,5637500,Disliked,401637242,40163700000
2790789,26,8049,8000,Disliked,341627,34150000
966227,25,3870,4000,Disliked,1172021,117200000
4098186,24,54037,54000,Liked,1031329,103150000
2393393,26,23125,23000,Liked,394481,39450000
428542,26,16380,16500,Liked,501816,50200000
7798864,24,99747,99500,Liked,1172306,117250000
3222564,17,2293,2500,Disliked,347801,34800000
6622875,23,379315,379500,Liked,7052699,705250000
274442,17,600,500,Liked,24557,2450000
2693,2,817,1000,Disliked,392902,39300000
251843,1,23889,24000,Disliked,1362905,136300000
2987256,22,17570,17500,Liked,281924,28200000
7550,10,5223,5000,Liked,179225,17900000
4120222,22,51959,52000,Disliked,4203508,420350000
479060,26,2668,2500,Disliked,91679,9150000
2547378,17,3476,3500,Disliked,596542,59650000
2872,24,39,0,Disliked,26946,2700000
366,23,57,0,Disliked,15488,1550000
1277020,26,2878,3000,Liked,97723,9750000
378,22,488,500,Disliked,303944,30400000
2774565,24,1926,2000,Liked,72832,7300000
506,25,13,0,Disliked,12656,1250000
545468,23,3301,3500,Disliked,376706,37650000
365078,1,19976,20000,Disliked,1181604,118150000
6521540,28,2123,2000,Disliked,160131,16000000
654817,22,146941,147000,Liked,13011946,1301200000
136941,25,2958,3000,Disliked,1184019,118400000
3101214,28,26880,27000,Disliked,1491660,149150000
191551,24,6099,6000,Disliked,388732,38850000
12404,20,640,500,Disliked,39941,4000000
481292,17,1099,1000,Disliked,219631,21950000
1933574,26,36450,36500,Liked,988671,98850000
18874,22,6228,6000,Disliked,105536,10550000
486430,10,6689,6500,Liked,519051,51900000
1239630,20,1706,1500,Disliked,89110,8900000
3426,24,1934,2000,Disliked,288745,28850000
14551367,22,148405,148500,Disliked,2533865,253400000
7811711,26,381892,382000,Disliked,11029328,1102950000
3097660,24,17590,17500,Disliked,1874152,187400000
2011739,22,4729,4500,Disliked,190898,19100000
552052,20,6294,6500,Disliked,391167,39100000
5473587,24,105244,105000,Liked,3028792,302900000
9830,17,244,0,Disliked,26177,2600000
27720,17,113,0,Disliked,21894,2200000
3155685,25,70516,70500,Disliked,6144518,614450000
783144,17,1707,1500,Disliked,75531,7550000
267206,1,458,500,Disliked,119294,11950000
19777592,10,2109360,2109500,Disliked,530093161,53009300000
631452,17,1081,1000,Disliked,137467,13750000
51468,17,216,0,Disliked,457687,45750000
55074,10,965,1000,Disliked,193122,19300000
7005509,10,124326,124500,Disliked,8400371,840050000
2476,10,5254,5500,Disliked,379363,37950000
1301394,10,129703,129500,Liked,6867092,686700000
10513605,24,57281,57500,Disliked,2458609,245850000
10055072,26,167669,167500,Liked,4143019,414300000
10020922,26,31031,31000,Liked,1000687,100050000
508179,1,3489,3500,Disliked,883471,88350000
3326696,17,239,0,Liked,31906,3200000
73799,17,178,0,Disliked,32386,3250000
2208268,23,18687,18500,Disliked,1411602,141150000
864821,17,313,500,Disliked,283471,28350000
502338,24,8027,8000,Liked,314785,31500000
4872672,10,16337,16500,Disliked,1577657,157750000
2949844,1,65258,65500,Liked,3219637,321950000
2043200,22,5614,5500,Liked,88956,8900000
3861490,10,260259,260500,Disliked,18490443,1849050000
564570,22,10141,10000,Liked,260174,26000000
340193,17,1145,1000,Disliked,189824,19000000
1214202,22,3308,3500,Disliked,106015,10600000
2221819,25,808,1000,Disliked,251049,25100000
4849277,22,31460,31500,Disliked,1418436,141850000
7107490,23,128607,128500,Liked,4748558,474850000
3125400,22,14203,14000,Disliked,286612,28650000
815892,17,2092,2000,Disliked,60064,6000000
285025,17,420,500,Disliked,51199,5100000
422080,24,15262,15500,Disliked,736442,73650000
2952318,1,9315,9500,Disliked,4095243,409500000
2580727,22,12447,12500,Disliked,345306,34550000
35424,17,166,0,Disliked,12829,1300000
5962676,23,175082,175000,Liked,16319823,1632000000
5102436,22,225680,225500,Liked,8859775,886000000
14517805,24,23088,23000,Liked,1084640,108450000
2850501,10,772184,772000,Disliked,212459396,21245950000
605958,26,12655,12500,Liked,290059,29000000
2394510,26,49877,50000,Liked,1877256,187750000
327,10,1967,2000,Liked,185808,18600000
1424800,1,14128,14000,Liked,106450,10650000
2553932,24,33654,33500,Liked,855020,85500000
2628359,25,451,500,Disliked,95089,9500000
2906734,22,18496,18500,Disliked,427675,42750000
5442,23,698,500,Liked,97378,9750000
12868597,1,512,500,Liked,141370,14150000
2549803,10,264437,264500,Disliked,25098348,2509850000
3324712,28,10273,10500,Disliked,731256,73150000
778395,22,8582,8500,Disliked,363233,36300000
1059,10,838,1000,Liked,200564,20050000
5002668,24,137305,137500,Disliked,6620302,662050000
13693834,23,53505,53500,Liked,2525060,252500000
2168212,26,6160,6000,Liked,192130,19200000
6098600,10,424803,425000,Liked,20612580,2061250000
326030,20,7935,8000,Disliked,343624,34350000
2059596,10,153777,154000,Disliked,13219574,1321950000
6055,28,25149,25000,Disliked,2753571,275350000
592236,22,3211,3000,Liked,66055,6600000
192677,10,111843,112000,Liked,4500809,450100000
1498102,1,20111,20000,Disliked,2960917,296100000
2681402,22,99655,99500,Liked,2055243,205500000
854747,22,8868,9000,Disliked,534251,53450000
6281135,28,41852,42000,Liked,951799,95200000
6977562,23,76914,77000,Liked,2428591,242850000
2485,1,839,1000,Liked,86588,8650000
10840296,15,70642,70500,Liked,5378769,537900000
420652,26,3154,3000,Liked,78988,7900000
110,22,8,0,Disliked,7967,800000
749291,22,41131,41000,Liked,960911,96100000
159161,24,3115,3000,Liked,306502,30650000
2180074,24,28955,29000,Disliked,806459,80650000
2627664,20,121321,121500,Disliked,9761367,976150000
812511,17,14873,15000,Disliked,704668,70450000
1848049,10,31152,31000,Liked,658441,65850000
8136509,1,441714,441500,Disliked,43709446,4370950000
256353,22,9532,9500,Liked,142484,14250000
6040971,26,21843,22000,Disliked,716694,71650000
4244,23,2107,2000,Liked,160974,16100000
4184624,26,35594,35500,Liked,957478,95750000
808536,26,8654,8500,Disliked,540422,54050000
4601890,22,54943,55000,Liked,2026711,202650000
3860975,25,381,500,Disliked,53388,5350000
3381901,26,35452,35500,Disliked,1839662,183950000
121199,10,26372,26500,Liked,995911,99600000
240679,10,106827,107000,Liked,3354671,335450000
12879188,10,19209,19000,Disliked,2070061,207000000
1474167,26,7366,7500,Disliked,234162,23400000
4170184,23,228557,228500,Liked,6126351,612650000
858,2,1692,1500,Disliked,1157217,115700000
3668893,26,14268,14500,Disliked,530963,53100000
48061,1,1818,2000,Liked,297673,29750000
549847,22,3196,3000,Liked,61314,6150000
5418859,24,103055,103000,Disliked,17487851,1748800000
1863907,22,140461,140500,Disliked,8721403,872150000
4041649,24,185753,186000,Liked,11205769,1120600000
6666940,24,48240,48000,Disliked,5732271,573250000
2931454,24,25998,26000,Disliked,1568282,156850000
646307,24,5720,5500,Liked,145000,14500000
2588936,26,10128,10000,Liked,243257,24350000
24916,24,13963,14000,Disliked,1862811,186300000
12252023,23,35484,35500,Disliked,1734238,173400000
467199,26,3940,4000,Disliked,122264,12250000
5630900,24,58986,59000,Disliked,3798027,379800000
1777757,24,8870,9000,Disliked,1405817,140600000
12090109,26,84502,84500,Liked,1780187,178000000
27563495,17,12865,13000,Liked,649811,65000000
798731,24,15651,15500,Liked,647588,64750000
28930,10,17909,18000,Disliked,1425895,142600000
4173402,25,19516,19500,Disliked,864611,86450000
6986048,10,3282556,3282500,Disliked,754990491,75499050000
10639066,10,450911,451000,Liked,31526685,3152650000
549756,17,513,500,Disliked,50298,5050000
11986368,10,1330901,1331000,Liked,93882130,9388200000
1877614,22,9764,10000,Disliked,221275,22150000
784110,24,505,500,Disliked,17452,1750000
362104,22,22084,22000,Liked,435205,43500000
4088529,10,496082,496000,Liked,46248182,4624800000
596539,26,4679,4500,Disliked,227870,22800000
387708,25,293,500,Disliked,118810,11900000
6250843,10,72327,72500,Liked,4122039,412200000
11730888,10,792433,792500,Liked,105828315,10582850000
2283093,24,5869,6000,Disliked,320156,32000000
64157,1,5408,5500,Disliked,4041318,404150000
1294364,24,1089,1000,Disliked,694343,69450000
1824547,24,27013,27000,Liked,691870,69200000
13404500,24,99541,99500,Liked,3936308,393650000
347,20,5676,5500,Disliked,558899,55900000
762500,24,7751,8000,Disliked,2362420,236250000
1498476,22,35050,35000,Disliked,1137557,113750000
267649,17,682,500,Disliked,44713,4450000
1424327,24,11495,11500,Disliked,329965,33000000
8450356,10,1742501,1742500,Disliked,194538048,19453800000
1184858,22,7616,7500,Liked,231540,23150000
720229,17,5689,5500,Liked,539040,53900000
3730266,26,51933,52000,Liked,1359105,135900000
1360,17,589,500,Disliked,63631,6350000
5520618,20,104141,104000,Disliked,4209624,420950000
390260,22,20130,20000,Disliked,1457513,145750000
1842922,22,30990,31000,Liked,394741,39450000
13318522,10,5637551,5637500,Disliked,401637274,40163750000
3222567,17,2293,2500,Disliked,347801,34800000
966227,25,3870,4000,Disliked,1172022,117200000
2790788,26,8049,8000,Disliked,341627,34150000
4098186,24,54037,54000,Liked,1031329,103150000
2393393,26,23125,23000,Liked,394481,39450000
7798868,24,99747,99500,Liked,1172306,117250000
6622880,23,379315,379500,Liked,7052699,705250000
507726,26,4126,4000,Liked,104638,10450000
428543,26,16380,16500,Liked,501816,50200000
375064,10,5340,5500,Disliked,473169,47300000
2693,2,817,1000,Disliked,392902,39300000
251843,1,23889,24000,Disliked,1362905,136300000
4120230,22,51959,52000,Disliked,4203508,420350000
2987256,22,17570,17500,Liked,281924,28200000
479060,26,2668,2500,Disliked,91679,9150000
7550,10,5223,5000,Liked,179225,17900000
274442,17,600,500,Liked,24557,2450000
366,23,57,0,Disliked,15488,1550000
378,22,488,500,Disliked,303944,30400000
2547378,17,3476,3500,Disliked,596542,59650000
545470,23,3301,3500,Disliked,376706,37650000
1277021,26,2878,3000,Liked,97723,9750000
2872,24,39,0,Disliked,26946,2700000
2774567,24,1926,2000,Liked,72832,7300000
654819,22,146941,147000,Liked,13011946,1301200000
592236,22,2581,2500,Liked,39496,3950000
365078,1,19976,20000,Disliked,1181604,118150000
506,25,13,0,Disliked,12656,1250000
14551369,22,148405,148500,Disliked,2533865,253400000
6521541,28,2123,2000,Disliked,160131,16000000
191551,24,6099,6000,Disliked,388733,38850000
12404,20,640,500,Disliked,39941,4000000
3101215,28,26880,27000,Disliked,1491660,149150000
1933574,26,36450,36500,Liked,988671,98850000
136942,25,2958,3000,Disliked,1184019,118400000
1239634,20,1706,1500,Disliked,89110,8900000
2947677,26,4960,5000,Liked,107638,10750000
7811713,26,381892,382000,Disliked,11029330,1102950000
486430,10,6689,6500,Liked,519051,51900000
481292,17,1099,1000,Disliked,219631,21950000
2011739,22,4729,4500,Disliked,190898,19100000
3097661,24,17590,17500,Disliked,1874152,187400000
3426,24,1934,2000,Disliked,288746,28850000
18874,22,6228,6000,Disliked,105536,10550000
5473590,24,105244,105000,Liked,3028793,302900000
27720,17,113,0,Disliked,21894,2200000
3155689,25,70516,70500,Disliked,6144518,614450000
9830,17,244,0,Disliked,26177,2600000
631453,17,1081,1000,Disliked,137467,13750000
19777592,10,2109360,2109500,Disliked,530093285,53009350000
315685,22,2898,3000,Liked,62670,6250000
55074,10,965,1000,Disliked,193122,19300000
267206,1,458,500,Disliked,119294,11950000
783144,17,1707,1500,Disliked,75531,7550000
552052,20,6294,6500,Disliked,391167,39100000
7005509,10,124326,124500,Disliked,8400371,840050000
1301394,10,129703,129500,Liked,6867093,686700000
51468,17,216,0,Disliked,457687,45750000
10055073,26,167669,167500,Liked,4143022,414300000
315549,26,2259,2500,Liked,58424,5850000
4872674,10,16337,16500,Disliked,1577657,157750000
10513608,24,57281,57500,Disliked,2458609,245850000
3326695,17,239,0,Liked,31906,3200000
10020925,26,31031,31000,Liked,1000687,100050000
73799,17,178,0,Disliked,32386,3250000
2208267,23,18687,18500,Disliked,1411602,141150000
2949844,1,65258,65500,Liked,3219637,321950000
2043200,22,5614,5500,Liked,88956,8900000
508179,1,3489,3500,Disliked,883471,88350000
422080,24,15262,15500,Disliked,736444,73650000
2476,10,5254,5500,Disliked,379363,37950000
340193,17,1145,1000,Disliked,189824,19000000
864821,17,107,0,Disliked,8303,850000
1214202,22,3308,3500,Disliked,106015,10600000
14517810,24,23088,23000,Liked,1084640,108450000
2221821,25,808,1000,Disliked,251049,25100000
3861490,10,260259,260500,Disliked,18490443,1849050000
815892,17,2092,2000,Disliked,60064,6000000
3125399,22,14203,14000,Disliked,286612,28650000
285025,17,420,500,Disliked,51199,5100000
7107491,23,128607,128500,Liked,4748558,474850000
2952318,1,9315,9500,Disliked,4095243,409500000
502338,24,8027,8000,Liked,314785,31500000
2580727,22,12447,12500,Disliked,345306,34550000
4849279,22,31460,31500,Disliked,1418436,141850000
35424,17,166,0,Disliked,12829,1300000
5102437,22,225680,225500,Liked,8859777,886000000
564570,22,10141,10000,Liked,260174,26000000
13693836,23,53505,53500,Liked,2525060,252500000
2850502,10,772185,772000,Disliked,212459410,21245950000
2394509,26,49877,50000,Liked,1877256,187750000
2628361,25,451,500,Disliked,95089,9500000
2553932,24,33654,33500,Liked,855020,85500000
2906734,22,18496,18500,Disliked,427675,42750000
327,10,1967,2000,Liked,185808,18600000
5962679,23,175082,175000,Liked,16319824,1632000000
1059,10,838,1000,Liked,200564,20050000
5442,23,698,500,Liked,97378,9750000
12868599,1,512,500,Liked,141370,14150000
