SubCount,Category,LikeCount,LikeCountRounded,LikedOrDisliked,ViewCount,ViewCountRounded
31606619,10,257661,257500,Disliked,50287040,5028700000
31606619,10,377132,377000,Disliked,70059052,7005900000
31606619,10,260601,260500,Disliked,73665301,7366550000
31606619,10,208892,209000,Disliked,48815404,4881550000
31606619,10,628137,628000,Disliked,124299118,12429900000
31606619,10,310585,310500,Disliked,46174514,4617450000
31606619,10,573211,573000,Disliked,128208589,12820850000
31606619,10,211877,212000,Disliked,31318433,3131850000
31606619,10,265500,265500,Disliked,46736563,4673650000
31606619,10,391685,391500,Liked,23737584,2373750000
31606619,10,748845,749000,Liked,48677232,4867700000
31606619,10,16564199,16564000,Disliked,3555813977,3.56E+11
31606619,10,2000706,2000500,Disliked,321104633,32110450000
31606619,10,4441001,4441000,Disliked,774759358,77475950000
31606619,10,1638914,1639000,Disliked,307060132,30706000000
31606619,10,126297,126500,Liked,8421228,842100000
31606619,10,91922,92000,Liked,8924422,892450000
31606619,10,57645,57500,Liked,2253198,225300000
31606619,10,21232,21000,Liked,393128,39300000
31606619,10,41422,41500,Liked,792767,79300000
31606619,10,71892,72000,Liked,2912627,291250000
31606619,10,3466463,3466500,Disliked,636765563,63676550000
31606619,10,13192,13000,Liked,426331,42650000
31606619,10,194115,194000,Disliked,25819395,2581950000
31606619,10,10164,10000,Liked,566013,56600000
31606619,10,23154,23000,Liked,763740,76350000
31606619,10,39985,40000,Liked,455157,45500000
31606619,10,24833,25000,Liked,618941,61900000
31606619,10,77283,77500,Liked,1932393,193250000
31606619,10,14103,14000,Liked,879983,88000000
30977846,17,415855,416000,Disliked,17009083,1700900000
30977846,17,513047,513000,Disliked,20929451,2092950000
30977846,17,447659,447500,Disliked,21346477,2134650000
30977846,17,445328,445500,Disliked,18524001,1852400000
30977846,17,1045066,1045000,Liked,32185403,3218550000
30977846,17,333729,333500,Disliked,20620257,2062050000
30977846,17,550085,550000,Disliked,28153128,2815300000
30977846,17,737616,737500,Liked,26978179,2697800000
30977846,17,628615,628500,Liked,26602894,2660300000
30977846,17,1579406,1579500,Liked,75625305,7562550000
30977846,17,661422,661500,Disliked,28958497,2895850000
30977846,17,451696,451500,Liked,15863514,1586350000
30977846,17,551544,551500,Disliked,29641855,2964200000
30977846,17,462250,462500,Disliked,31002665,3100250000
30977846,17,879643,879500,Disliked,61054465,6105450000
30977846,17,498497,498500,Disliked,32294517,3229450000
30977846,17,418025,418000,Liked,17710009,1771000000
30977846,17,446799,447000,Disliked,19008909,1900900000
30977846,17,524938,525000,Liked,31320227,3132000000
30977846,17,508116,508000,Liked,22624078,2262400000
30977846,17,628650,628500,Disliked,34707839,3470800000
30977846,17,2260861,2261000,Liked,60687725,6068750000
30977846,17,629347,629500,Liked,34771769,3477200000
30977846,17,900362,900500,Liked,26576749,2657650000
30977846,17,1540663,1540500,Liked,67754005,6775400000
30977846,17,845584,845500,Disliked,66515096,6651500000
30977846,17,1289343,1289500,Disliked,88299554,8829950000
30977846,17,392227,392000,Liked,19370642,1937050000
30977846,17,1470981,1471000,Liked,83661711,8366150000
30977846,17,414419,414500,Liked,21164372,2116450000
30977846,17,1102257,1102500,Liked,31994874,3199500000
30977846,17,1142518,1142500,Liked,44196205,4419600000
30977846,17,3823244,3823000,Disliked,136534692,13653450000
30977846,17,357177,357000,Disliked,28021338,2802150000
30977846,17,344565,344500,Disliked,27106121,2710600000
30977846,17,655059,655000,Liked,42996370,4299650000
30977846,17,405771,406000,Liked,25812057,2581200000
30977846,17,475136,475000,Liked,34511212,3451100000
30977846,17,285554,285500,Liked,11479858,1148000000
30977846,17,534095,534000,Liked,18935037,1893500000
30977846,17,269124,269000,Disliked,21594712,2159450000
30977846,17,1102518,1102500,Disliked,87995331,8799550000
30977846,17,430712,430500,Disliked,38440962,3844100000
30977846,17,501562,501500,Liked,33667986,3366800000
30977846,17,523251,523500,Disliked,51373578,5137350000
30977846,17,344895,345000,Disliked,32740370,3274050000
30977846,17,264350,264500,Disliked,23747369,2374750000
30977846,17,542732,542500,Disliked,47507328,4750750000
30977846,17,187612,187500,Disliked,20469429,2046950000
30231338,10,24937,25000,Liked,279928,28000000
30231338,10,37310,37500,Liked,867502,86750000
30231338,10,67787,68000,Liked,1746283,174650000
30231338,10,56056,56000,Disliked,1268316,126850000
30231338,10,28937,29000,Liked,413399,41350000
30231338,10,31328,31500,Disliked,2902184,290200000
30231338,10,81410,81500,Liked,2352484,235250000
30231338,10,18818,19000,Disliked,285813,28600000
30231338,10,73550,73500,Disliked,1840690,184050000
30231338,10,91004,91000,Disliked,3495861,349600000
30231338,10,45933,46000,Liked,1076124,107600000
30231338,10,37339,37500,Disliked,686898,68700000
30231338,10,15332,15500,Liked,636672,63650000
30231338,10,20757,21000,Liked,681164,68100000
30231338,10,61694,61500,Disliked,4562437,456250000
30231338,10,85954,86000,Disliked,5228351,522850000
30231338,10,405215,405000,Disliked,40610484,4061050000
30231338,10,84286,84500,Disliked,4277329,427750000
30231338,10,23589,23500,Disliked,903103,90300000
30231338,10,24716,24500,Disliked,990011,99000000
30231338,10,49188,49000,Disliked,1828287,182850000
30231338,10,92971,93000,Liked,5653566,565350000
30231338,10,134106,134000,Liked,8569418,856950000
30231338,10,24133,24000,Disliked,1031735,103150000
30231338,10,7527,7500,Liked,190883,19100000
30231338,10,7925,8000,Liked,206387,20650000
30231338,10,132539,132500,Disliked,18694231,1869400000
30231338,10,14152,14000,Liked,393629,39350000
30231338,10,8435,8500,Liked,673280,67350000
30231338,10,15417,15500,Disliked,1997523,199750000
30231338,10,7434,7500,Liked,563344,56350000
30231338,10,45026,45000,Liked,2754884,275500000
30231338,10,15781,16000,Liked,1249925,125000000
30231338,29,7803,8000,Liked,320161,32000000
30231338,10,6969,7000,Liked,390911,39100000
30231338,10,39113,39000,Disliked,3077322,307750000
30231338,10,5112,5000,Liked,231716,23150000
30231338,10,6631,6500,Liked,392045,39200000
30231338,10,10139,10000,Liked,802752,80300000
30231338,10,3634,3500,Liked,190119,19000000
30231338,10,34302,34500,Disliked,5836134,583600000
30231338,10,10553,10500,Liked,689198,68900000
30231338,10,3269,3500,Liked,162760,16300000
30231338,10,1993,2000,Liked,91962,9200000
30231338,10,2648,2500,Liked,106803,10700000
30231338,10,4598,4500,Liked,227882,22800000
30231338,10,3247,3000,Liked,136023,13600000
30231338,10,8523,8500,Disliked,860279,86050000
30231338,10,2619,2500,Liked,85152,8500000
4623,10,63,0,Disliked,20816,2100000
29653437,24,47225,47000,Liked,1911901,191200000
29653437,24,2027,2000,Liked,44278,4450000
29653437,24,3683,3500,Liked,119645,11950000
29653437,24,10463,10500,Liked,588882,58900000
29653437,24,6296,6500,Disliked,726058,72600000
29653437,24,5365,5500,Disliked,459436,45950000
29653437,24,4322,4500,Disliked,363482,36350000
29653437,24,8804,9000,Disliked,1323531,132350000
29653437,24,4132,4000,Disliked,362440,36250000
29653437,24,2244,2000,Liked,45341,4550000
29653437,24,5335,5500,Liked,425118,42500000
29653437,24,9145,9000,Disliked,1288391,128850000
29653437,24,5172,5000,Liked,454166,45400000
29653437,24,1806,2000,Liked,55631,5550000
29653437,24,3234,3000,Liked,91605,9150000
29653437,24,16911,17000,Disliked,2436772,243700000
29653437,24,3224,3000,Disliked,776549,77650000
29653437,24,1810,2000,Disliked,104948,10500000
29653437,24,5027,5000,Disliked,728456,72850000
29653437,24,5406,5500,Liked,440940,44100000
29653437,24,5866,6000,Disliked,566668,56650000
29653437,24,687,500,Disliked,43536,4350000
29653437,24,1204,1000,Disliked,118020,11800000
29653437,24,743,500,Disliked,38890,3900000
29653437,24,1087,1000,Disliked,97853,9800000
29653437,24,16515,16500,Disliked,2839703,283950000
29653437,24,59780,60000,Disliked,8757851,875800000
29653437,24,4069,4000,Liked,409831,41000000
29653437,24,1318,1500,Disliked,156264,15650000
29653437,24,1551,1500,Disliked,107932,10800000
29653437,24,1443,1500,Liked,231929,23200000
29653437,24,702,500,Liked,80317,8050000
29653437,24,2201,2000,Liked,385566,38550000
29653437,10,9918,10000,Disliked,2973602,297350000
29653437,10,963,1000,Disliked,158055,15800000
29653437,10,1044,1000,Disliked,150867,15100000
29653437,10,2098,2000,Disliked,359427,35950000
29653437,10,1172,1000,Disliked,188919,18900000
29653437,19,4568,4500,Liked,599685,59950000
29653437,10,2276,2500,Disliked,441593,44150000
29653437,10,1707,1500,Disliked,227061,22700000
29653437,10,2634,2500,Liked,306436,30650000
29653437,10,3459,3500,Disliked,559992,56000000
29653437,10,451,500,Liked,32545,3250000
29653437,10,6871,7000,Disliked,938637,93850000
29653437,24,2989,3000,Disliked,467080,46700000
29653437,24,1204,1000,Disliked,221718,22150000
29653437,24,7220,7000,Disliked,1420191,142000000
29653437,24,2199,2000,Disliked,517548,51750000
29659706,20,175939,176000,Liked,3405862,340600000
29659706,24,1024622,1024500,Liked,9399328,939950000
29659706,20,461574,461500,Liked,8579333,857950000
29659706,23,412706,412500,Liked,5341066,534100000
29659706,20,270038,270000,Liked,4338842,433900000
29659706,23,906791,907000,Liked,10803439,1080350000
29659706,20,680005,680000,Liked,5127866,512800000
29659706,20,63750,64000,Liked,4111486,411150000
29659706,23,856637,856500,Liked,6627570,662750000
29659706,20,560021,560000,Liked,5809860,581000000
29659706,23,563857,564000,Liked,8811167,881100000
29659706,20,1051809,1052000,Liked,16145113,1614500000
29659706,20,428176,428000,Liked,6314957,631500000
29659706,23,565363,565500,Liked,8296695,829650000
29659706,24,653822,654000,Liked,8494746,849450000
29659706,20,193656,193500,Disliked,3806459,380650000
29659706,24,1330365,1330500,Disliked,13571117,1357100000
29659706,20,724453,724500,Liked,8850386,885050000
29659706,20,721616,721500,Disliked,11981271,1198150000
29659706,20,169606,169500,Disliked,3319984,332000000
29659706,20,581841,582000,Liked,7573091,757300000
29659706,23,879900,880000,Liked,13450094,1345000000
29659706,23,667572,667500,Liked,8883564,888350000
29659706,20,214358,214500,Disliked,3398566,339850000
29659706,20,515921,516000,Liked,7492791,749300000
29659706,23,567487,567500,Liked,8137037,813700000
29659706,24,254265,254500,Liked,4099887,410000000
29659706,20,794401,794500,Liked,11406115,1140600000
29659706,23,779155,779000,Liked,7051298,705150000
29659706,24,987227,987000,Liked,13102708,1310250000
29659706,23,712147,712000,Liked,6258740,625850000
29659706,24,265608,265500,Disliked,5861509,586150000
29659706,23,536742,536500,Liked,6767224,676700000
29659706,24,1092268,1092500,Liked,9991856,999200000
29659706,24,262360,262500,Liked,5446345,544650000
29659706,24,1119477,1119500,Liked,14264115,1426400000
29659706,23,401723,401500,Liked,5649294,564950000
29659706,23,864822,865000,Liked,11214568,1121450000
29659706,23,758609,758500,Liked,6592088,659200000
29659706,24,303962,304000,Liked,4829006,482900000
29659706,23,594279,594500,Liked,8824238,882400000
29659706,20,290097,290000,Liked,4326143,432600000
29659706,24,292259,292500,Liked,5281191,528100000
29659706,24,1007322,1007500,Liked,8481146,848100000
29659706,23,728499,728500,Liked,10841989,1084200000
29659706,24,587308,587500,Liked,8188877,818900000
29659706,24,653329,653500,Liked,10919741,1091950000
29659706,24,723437,723500,Liked,8081648,808150000
29659706,23,742381,742500,Liked,8299310,829950000
29737295,23,2134046,2134000,Liked,8406060,840600000
29737295,23,1554427,1554500,Liked,6718333,671850000
29737295,23,2502321,2502500,Liked,9464573,946450000
29737295,23,1865328,1865500,Liked,10995392,1099550000
29737295,23,1659948,1660000,Liked,8325912,832600000
29737295,23,1716714,1716500,Liked,10066482,1006650000
29737295,23,2060016,2060000,Liked,8387298,838750000
29737295,23,1458472,1458500,Liked,9236607,923650000
29737295,23,928232,928000,Liked,6219357,621950000
29737295,23,1786092,1786000,Liked,10750222,1075000000
29737295,23,1905136,1905000,Liked,8666967,866700000
29737295,23,2726877,2727000,Liked,13590719,1359050000
29737295,23,2459413,2459500,Liked,8445497,844550000
29737295,23,2407352,2407500,Liked,29314427,2931450000
